scene_id,mgrs_tile,acquisition_date,cloud_cover_pct,constellation_satellite,ndvi_mean,ndwi_water_mean,quicklook_image_url
L1C_T30TYQ_A058178_20260812T110251,30TYQ,2026-08-12,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/30/T/YQ/S2A_MSIL1C_20260812T105651_N0512_R094_T30TYQ_20260812T175445.SAFE/S2A_MSIL1C_20260812T105651_N0512_R094_T30TYQ_20260812T175445.SAFE-ql.jpg
L1C_T31UDQ_A058178_20260812T110251,31UDQ,2026-08-12,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/U/DQ/S2A_MSIL1C_20260812T105651_N0512_R094_T31UDQ_20260812T175445.SAFE/S2A_MSIL1C_20260812T105651_N0512_R094_T31UDQ_20260812T175445.SAFE-ql.jpg
L1C_T31UDS_A058178_20260812T110251,31UDS,2026-08-12,0.500000000,Sentinel-2,0.730000000,0.290000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/U/DS/S2A_MSIL1C_20260812T105651_N0512_R094_T31UDS_20260812T175445.SAFE/S2A_MSIL1C_20260812T105651_N0512_R094_T31UDS_20260812T175445.SAFE-ql.jpg
L1C_T31TDF_A049269_20260812T105847,31TDF,2026-08-12,0.200000000,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DF/S2B_MSIL1C_20260812T104619_N0512_R051_T31TDF_20260812T131255.SAFE/S2B_MSIL1C_20260812T104619_N0512_R051_T31TDF_20260812T131255.SAFE-ql.jpg
L1C_T31TDH_A049269_20260812T105847,31TDH,2026-08-12,4.100000000,Sentinel-2,0.630000000,0.220000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DH/S2B_MSIL1C_20260812T104619_N0512_R051_T31TDH_20260812T131255.SAFE/S2B_MSIL1C_20260812T104619_N0512_R051_T31TDH_20260812T131255.SAFE-ql.jpg
L1C_T30TYQ_A049269_20260812T105847,30TYQ,2026-08-12,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/30/T/YQ/S2B_MSIL1C_20260812T104619_N0512_R051_T30TYQ_20260812T131255.SAFE/S2B_MSIL1C_20260812T104619_N0512_R051_T30TYQ_20260812T131255.SAFE-ql.jpg
L1C_T30TYQ_A049269_20260812T104805,30TYQ,2026-08-12,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/30/T/YQ/S2B_MSIL1C_20260812T104619_N0512_R051_T30TYQ_20260812T130143.SAFE/S2B_MSIL1C_20260812T104619_N0512_R051_T30TYQ_20260812T130143.SAFE-ql.jpg
L1C_T31UDQ_A049269_20260812T104805,31UDQ,2026-08-12,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/U/DQ/S2B_MSIL1C_20260812T104619_N0512_R051_T31UDQ_20260812T130143.SAFE/S2B_MSIL1C_20260812T104619_N0512_R051_T31UDQ_20260812T130143.SAFE-ql.jpg
L1C_T31UDS_A049269_20260812T104805,31UDS,2026-08-12,1.000000000,Sentinel-2,0.720000000,0.280000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/U/DS/S2B_MSIL1C_20260812T104619_N0512_R051_T31UDS_20260812T130143.SAFE/S2B_MSIL1C_20260812T104619_N0512_R051_T31UDS_20260812T130143.SAFE-ql.jpg
L1C_T31UDQ_A010074_20260810T110028,31UDQ,2026-08-10,1.500000000,Sentinel-2,0.700000000,0.270000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/U/DQ/S2C_MSIL1C_20260810T105621_N0512_R094_T31UDQ_20260810T131437.SAFE/S2C_MSIL1C_20260810T105621_N0512_R094_T31UDQ_20260810T131437.SAFE-ql.jpg
L1C_T31TDF_A058135_20260809T105430,31TDF,2026-08-09,2.100000000,Sentinel-2,0.690000000,0.260000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DF/S2A_MSIL1C_20260809T105051_N0512_R051_T31TDF_20260809T174442.SAFE/S2A_MSIL1C_20260809T105051_N0512_R051_T31TDF_20260809T174442.SAFE-ql.jpg
L1C_T31TDH_A058135_20260809T105430,31TDH,2026-08-09,14.800000000,Sentinel-2,0.450000000,0.100000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DH/S2A_MSIL1C_20260809T105051_N0512_R051_T31TDH_20260809T174442.SAFE/S2A_MSIL1C_20260809T105051_N0512_R051_T31TDH_20260809T174442.SAFE-ql.jpg
L1C_T31TDF_A049226_20260809T104457,31TDF,2026-08-09,3.900000000,Sentinel-2,0.630000000,0.220000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DF/S2B_MSIL1C_20260809T103619_N0512_R008_T31TDF_20260809T141432.SAFE/S2B_MSIL1C_20260809T103619_N0512_R008_T31TDF_20260809T141432.SAFE-ql.jpg
L1C_T31TDH_A049226_20260809T104457,31TDH,2026-08-09,10.900000000,Sentinel-2,0.450000000,0.100000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DH/S2B_MSIL1C_20260809T103619_N0512_R008_T31TDH_20260809T141432.SAFE/S2B_MSIL1C_20260809T103619_N0512_R008_T31TDH_20260809T141432.SAFE-ql.jpg
L1C_T31TGK_A049226_20260809T104457,31TGK,2026-08-09,5.700000000,Sentinel-2,0.580000000,0.190000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/GK/S2B_MSIL1C_20260809T103619_N0512_R008_T31TGK_20260809T141432.SAFE/S2B_MSIL1C_20260809T103619_N0512_R008_T31TGK_20260809T141432.SAFE-ql.jpg
L1C_T31TDF_A010031_20260807T104913,31TDF,2026-08-07,4.500000000,Sentinel-2,0.620000000,0.210000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DF/S2C_MSIL1C_20260807T104621_N0512_R051_T31TDF_20260807T130503.SAFE/S2C_MSIL1C_20260807T104621_N0512_R051_T31TDF_20260807T130503.SAFE-ql.jpg
L1C_T31TDH_A010031_20260807T104913,31TDH,2026-08-07,0.500000000,Sentinel-2,0.740000000,0.290000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DH/S2C_MSIL1C_20260807T104621_N0512_R051_T31TDH_20260807T130503.SAFE/S2C_MSIL1C_20260807T104621_N0512_R051_T31TDH_20260807T130503.SAFE-ql.jpg
L1C_T30TYQ_A010031_20260807T104913,30TYQ,2026-08-07,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/30/T/YQ/S2C_MSIL1C_20260807T104621_N0512_R051_T30TYQ_20260807T130503.SAFE/S2C_MSIL1C_20260807T104621_N0512_R051_T30TYQ_20260807T130503.SAFE-ql.jpg
L1C_T31UDQ_A010031_20260807T104913,31UDQ,2026-08-07,0.700000000,Sentinel-2,0.730000000,0.290000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/U/DQ/S2C_MSIL1C_20260807T104621_N0512_R051_T31UDQ_20260807T130503.SAFE/S2C_MSIL1C_20260807T104621_N0512_R051_T31UDQ_20260807T130503.SAFE-ql.jpg
L1C_T31TDH_A058092_20260806T104013,31TDH,2026-08-06,13.700000000,Sentinel-2,0.450000000,0.100000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DH/S2A_MSIL1C_20260806T103701_N0512_R008_T31TDH_20260806T173434.SAFE/S2A_MSIL1C_20260806T103701_N0512_R008_T31TDH_20260806T173434.SAFE-ql.jpg
L1C_T31TFJ_A058092_20260806T104013,31TFJ,2026-08-06,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/FJ/S2A_MSIL1C_20260806T103701_N0512_R008_T31TFJ_20260806T173434.SAFE/S2A_MSIL1C_20260806T103701_N0512_R008_T31TFJ_20260806T173434.SAFE-ql.jpg
L1C_T31TGK_A058092_20260806T104013,31TGK,2026-08-06,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/GK/S2A_MSIL1C_20260806T103701_N0512_R008_T31TGK_20260806T173434.SAFE/S2A_MSIL1C_20260806T103701_N0512_R008_T31TGK_20260806T173434.SAFE-ql.jpg
L1C_T31TFL_A058092_20260806T104013,31TFL,2026-08-06,0.500000000,Sentinel-2,0.740000000,0.290000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/FL/S2A_MSIL1C_20260806T103701_N0512_R008_T31TFL_20260806T173434.SAFE/S2A_MSIL1C_20260806T103701_N0512_R008_T31TFL_20260806T173434.SAFE-ql.jpg
L1C_T31TFJ_A049183_20260806T102815,31TFJ,2026-08-06,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/FJ/S2B_MSIL1C_20260806T102559_N0512_R108_T31TFJ_20260806T140417.SAFE/S2B_MSIL1C_20260806T102559_N0512_R108_T31TFJ_20260806T140417.SAFE-ql.jpg
L1C_T31TGK_A049183_20260806T102815,31TGK,2026-08-06,0.900000000,Sentinel-2,0.720000000,0.280000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/GK/S2B_MSIL1C_20260806T102559_N0512_R108_T31TGK_20260806T140417.SAFE/S2B_MSIL1C_20260806T102559_N0512_R108_T31TGK_20260806T140417.SAFE-ql.jpg
L1C_T31TFL_A049183_20260806T102815,31TFL,2026-08-06,0.200000000,Sentinel-2,0.740000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/FL/S2B_MSIL1C_20260806T102559_N0512_R108_T31TFL_20260806T140417.SAFE/S2B_MSIL1C_20260806T102559_N0512_R108_T31TFL_20260806T140417.SAFE-ql.jpg
L1C_T31TDH_A009988_20260804T104810,31TDH,2026-08-04,13.200000000,Sentinel-2,0.450000000,0.100000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DH/S2C_MSIL1C_20260804T103621_N0512_R008_T31TDH_20260804T141813.SAFE/S2C_MSIL1C_20260804T103621_N0512_R008_T31TDH_20260804T141813.SAFE-ql.jpg
L1C_T31TGK_A009988_20260804T104810,31TGK,2026-08-04,10.400000000,Sentinel-2,0.450000000,0.100000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/GK/S2C_MSIL1C_20260804T103621_N0512_R008_T31TGK_20260804T141813.SAFE/S2C_MSIL1C_20260804T103621_N0512_R008_T31TGK_20260804T141813.SAFE-ql.jpg
L1C_T31TFL_A009988_20260804T104810,31TFL,2026-08-04,7.100000000,Sentinel-2,0.540000000,0.160000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/FL/S2C_MSIL1C_20260804T103621_N0512_R008_T31TFL_20260804T141813.SAFE/S2C_MSIL1C_20260804T103621_N0512_R008_T31TFL_20260804T141813.SAFE-ql.jpg
L1C_T31TFL_A009988_20260804T104542,31TFL,2026-08-04,1.100000000,Sentinel-2,0.720000000,0.280000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/FL/S2C_MSIL1C_20260804T103621_N0512_R008_T31TFL_20260804T130431.SAFE/S2C_MSIL1C_20260804T103621_N0512_R008_T31TFL_20260804T130431.SAFE-ql.jpg
L1C_T31TGM_A009988_20260804T104542,31TGM,2026-08-04,5.300000000,Sentinel-2,0.590000000,0.190000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/GM/S2C_MSIL1C_20260804T103621_N0512_R008_T31TGM_20260804T130431.SAFE/S2C_MSIL1C_20260804T103621_N0512_R008_T31TGM_20260804T130431.SAFE-ql.jpg
L1C_T31TFJ_A058049_20260803T103441,31TFJ,2026-08-03,0.200000000,Sentinel-2,0.740000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/FJ/S2A_MSIL1C_20260803T103041_N0512_R108_T31TFJ_20260803T190524.SAFE/S2A_MSIL1C_20260803T103041_N0512_R108_T31TFJ_20260803T190524.SAFE-ql.jpg
L1C_T31TDF_A049126_20260802T105422,31TDF,2026-08-02,3.900000000,Sentinel-2,0.630000000,0.220000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DF/S2B_MSIL1C_20260802T104619_N0512_R051_T31TDF_20260802T142354.SAFE/S2B_MSIL1C_20260802T104619_N0512_R051_T31TDF_20260802T142354.SAFE-ql.jpg
L1C_T31TDH_A049126_20260802T105422,31TDH,2026-08-02,3.200000000,Sentinel-2,0.650000000,0.240000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DH/S2B_MSIL1C_20260802T104619_N0512_R051_T31TDH_20260802T142354.SAFE/S2B_MSIL1C_20260802T104619_N0512_R051_T31TDH_20260802T142354.SAFE-ql.jpg
L1C_T31UDQ_A049126_20260802T105422,31UDQ,2026-08-02,6.100000000,Sentinel-2,0.570000000,0.180000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/U/DQ/S2B_MSIL1C_20260802T104619_N0512_R051_T31UDQ_20260802T142354.SAFE/S2B_MSIL1C_20260802T104619_N0512_R051_T31UDQ_20260802T142354.SAFE-ql.jpg
L1C_T31TFJ_A009945_20260801T103600,31TFJ,2026-08-01,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/FJ/S2C_MSIL1C_20260801T103031_N0512_R108_T31TFJ_20260801T144214.SAFE/S2C_MSIL1C_20260801T103031_N0512_R108_T31TFJ_20260801T144214.SAFE-ql.jpg
L1C_T31TGK_A009945_20260801T103600,31TGK,2026-08-01,1.100000000,Sentinel-2,0.720000000,0.280000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/GK/S2C_MSIL1C_20260801T103031_N0512_R108_T31TGK_20260801T144214.SAFE/S2C_MSIL1C_20260801T103031_N0512_R108_T31TGK_20260801T144214.SAFE-ql.jpg
L1C_T31TFL_A009945_20260801T103600,31TFL,2026-08-01,12.000000000,Sentinel-2,0.450000000,0.100000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/FL/S2C_MSIL1C_20260801T103031_N0512_R108_T31TFL_20260801T144214.SAFE/S2C_MSIL1C_20260801T103031_N0512_R108_T31TFL_20260801T144214.SAFE-ql.jpg
L1C_T31TDF_A057992_20260730T105246,31TDF,2026-07-30,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DF/S2A_MSIL1C_20260730T104701_N0512_R051_T31TDF_20260730T174510.SAFE/S2A_MSIL1C_20260730T104701_N0512_R051_T31TDF_20260730T174510.SAFE-ql.jpg
L1C_T31TDF_A049083_20260730T104318,31TDF,2026-07-30,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DF/S2B_MSIL1C_20260730T103629_N0512_R008_T31TDF_20260730T141420.SAFE/S2B_MSIL1C_20260730T103629_N0512_R008_T31TDF_20260730T141420.SAFE-ql.jpg
L1C_T31TFJ_A049083_20260730T104318,31TFJ,2026-07-30,0.900000000,Sentinel-2,0.720000000,0.280000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/FJ/S2B_MSIL1C_20260730T103629_N0512_R008_T31TFJ_20260730T141420.SAFE/S2B_MSIL1C_20260730T103629_N0512_R008_T31TFJ_20260730T141420.SAFE-ql.jpg
L1C_T31TGK_A049083_20260730T104318,31TGK,2026-07-30,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/GK/S2B_MSIL1C_20260730T103629_N0512_R008_T31TGK_20260730T141420.SAFE/S2B_MSIL1C_20260730T103629_N0512_R008_T31TGK_20260730T141420.SAFE-ql.jpg
L1C_T31TGM_A049083_20260730T104318,31TGM,2026-07-30,6.100000000,Sentinel-2,0.570000000,0.180000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/GM/S2B_MSIL1C_20260730T103629_N0512_R008_T31TGM_20260730T141420.SAFE/S2B_MSIL1C_20260730T103629_N0512_R008_T31TGM_20260730T141420.SAFE-ql.jpg
L1C_T31TDF_A009888_20260728T105117,31TDF,2026-07-28,0.300000000,Sentinel-2,0.740000000,0.290000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DF/S2C_MSIL1C_20260728T104621_N0512_R051_T31TDF_20260728T130447.SAFE/S2C_MSIL1C_20260728T104621_N0512_R051_T31TDF_20260728T130447.SAFE-ql.jpg
L1C_T31TDH_A009888_20260728T105117,31TDH,2026-07-28,0.200000000,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DH/S2C_MSIL1C_20260728T104621_N0512_R051_T31TDH_20260728T130447.SAFE/S2C_MSIL1C_20260728T104621_N0512_R051_T31TDH_20260728T130447.SAFE-ql.jpg
L1C_T30TYQ_A009888_20260728T105117,30TYQ,2026-07-28,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/30/T/YQ/S2C_MSIL1C_20260728T104621_N0512_R051_T30TYQ_20260728T130447.SAFE/S2C_MSIL1C_20260728T104621_N0512_R051_T30TYQ_20260728T130447.SAFE-ql.jpg
L1C_T31UDQ_A009888_20260728T105117,31UDQ,2026-07-28,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/U/DQ/S2C_MSIL1C_20260728T104621_N0512_R051_T31UDQ_20260728T130447.SAFE/S2C_MSIL1C_20260728T104621_N0512_R051_T31UDQ_20260728T130447.SAFE-ql.jpg
L1C_T31UDS_A009888_20260728T105117,31UDS,2026-07-28,4.300000000,Sentinel-2,0.620000000,0.210000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/U/DS/S2C_MSIL1C_20260728T104621_N0512_R051_T31UDS_20260728T130447.SAFE/S2C_MSIL1C_20260728T104621_N0512_R051_T31UDS_20260728T130447.SAFE-ql.jpg
L1C_T31TDF_A057949_20260727T104819,31TDF,2026-07-27,0.400000000,Sentinel-2,0.740000000,0.290000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DF/S2A_MSIL1C_20260727T104041_N0512_R008_T31TDF_20260727T173437.SAFE/S2A_MSIL1C_20260727T104041_N0512_R008_T31TDF_20260727T173437.SAFE-ql.jpg
L1C_T31TDH_A057949_20260727T104819,31TDH,2026-07-27,9.100000000,Sentinel-2,0.480000000,0.120000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DH/S2A_MSIL1C_20260727T104041_N0512_R008_T31TDH_20260727T173437.SAFE/S2A_MSIL1C_20260727T104041_N0512_R008_T31TDH_20260727T173437.SAFE-ql.jpg
L1C_T31TFJ_A057949_20260727T104819,31TFJ,2026-07-27,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/FJ/S2A_MSIL1C_20260727T104041_N0512_R008_T31TFJ_20260727T173437.SAFE/S2A_MSIL1C_20260727T104041_N0512_R008_T31TFJ_20260727T173437.SAFE-ql.jpg
L1C_T31TGK_A057949_20260727T104819,31TGK,2026-07-27,2.500000000,Sentinel-2,0.670000000,0.250000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/GK/S2A_MSIL1C_20260727T104041_N0512_R008_T31TGK_20260727T173437.SAFE/S2A_MSIL1C_20260727T104041_N0512_R008_T31TGK_20260727T173437.SAFE-ql.jpg
L1C_T31TFJ_A049040_20260727T102816,31TFJ,2026-07-27,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/FJ/S2B_MSIL1C_20260727T102559_N0512_R108_T31TFJ_20260727T140421.SAFE/S2B_MSIL1C_20260727T102559_N0512_R108_T31TFJ_20260727T140421.SAFE-ql.jpg
L1C_T31TGK_A049040_20260727T102816,31TGK,2026-07-27,0.600000000,Sentinel-2,0.730000000,0.290000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/GK/S2B_MSIL1C_20260727T102559_N0512_R108_T31TGK_20260727T140421.SAFE/S2B_MSIL1C_20260727T102559_N0512_R108_T31TGK_20260727T140421.SAFE-ql.jpg
L1C_T31TDF_A009845_20260725T104804,31TDF,2026-07-25,9.800000000,Sentinel-2,0.460000000,0.100000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DF/S2C_MSIL1C_20260725T103621_N0512_R008_T31TDF_20260725T141805.SAFE/S2C_MSIL1C_20260725T103621_N0512_R008_T31TDF_20260725T141805.SAFE-ql.jpg
L1C_T31TFJ_A057906_20260724T103351,31TFJ,2026-07-24,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/FJ/S2A_MSIL1C_20260724T102701_N0512_R108_T31TFJ_20260724T154554.SAFE/S2A_MSIL1C_20260724T102701_N0512_R108_T31TFJ_20260724T154554.SAFE-ql.jpg
L1C_T31TGK_A057906_20260724T103351,31TGK,2026-07-24,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/GK/S2A_MSIL1C_20260724T102701_N0512_R108_T31TGK_20260724T154554.SAFE/S2A_MSIL1C_20260724T102701_N0512_R108_T31TGK_20260724T154554.SAFE-ql.jpg
L1C_T31TFL_A057906_20260724T103351,31TFL,2026-07-24,3.500000000,Sentinel-2,0.640000000,0.230000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/FL/S2A_MSIL1C_20260724T102701_N0512_R108_T31TFL_20260724T154554.SAFE/S2A_MSIL1C_20260724T102701_N0512_R108_T31TFL_20260724T154554.SAFE-ql.jpg
L1C_T31TGM_A057906_20260724T103351,31TGM,2026-07-24,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/GM/S2A_MSIL1C_20260724T102701_N0512_R108_T31TGM_20260724T154554.SAFE/S2A_MSIL1C_20260724T102701_N0512_R108_T31TGM_20260724T154554.SAFE-ql.jpg
L1C_T31TDF_A048983_20260723T105850,31TDF,2026-07-23,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DF/S2B_MSIL1C_20260723T104619_N0512_R051_T31TDF_20260723T131302.SAFE/S2B_MSIL1C_20260723T104619_N0512_R051_T31TDF_20260723T131302.SAFE-ql.jpg
L1C_T31TDH_A048983_20260723T105850,31TDH,2026-07-23,0.300000000,Sentinel-2,0.740000000,0.290000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/31/T/DH/S2B_MSIL1C_20260723T104619_N0512_R051_T31TDH_20260723T131302.SAFE/S2B_MSIL1C_20260723T104619_N0512_R051_T31TDH_20260723T131302.SAFE-ql.jpg
L1C_T30TYQ_A048983_20260723T105850,30TYQ,2026-07-23,0E-9,Sentinel-2,0.750000000,0.300000000,https://storage.googleapis.com/gcp-public-data-sentinel-2/tiles/30/T/YQ/S2B_MSIL1C_20260723T104619_N0512_R051_T30TYQ_20260723T131302.SAFE/S2B_MSIL1C_20260723T104619_N0512_R051_T30TYQ_20260723T131302.SAFE-ql.jpg
