code_barre_ean,nom_produit,marque_entreprise,rayon_categorie,nutri_score,nova_score,additifs_problematiques,alternatives_saines_recommandees,chiffre_affaires_annuel_eur,empreinte_carbone_100g,produit_image_url
3245412956355,Houmous Pois chiche & sésame,Carrefour,Traiteur & Plats Cuisinés,C,3,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),15834604.41,0.63,gs://shelfoptimizer-product-images-data-agents/product_images/3245412956355.jpg
8711200552795,Amora Mayonnaise De Dijon Bocal 235g,Amora,Traiteur & Plats Cuisinés,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),9803641.13,0.1,gs://shelfoptimizer-product-images-data-agents/product_images/3023290634578.jpg
3292070007905,Tzatziki,Blini,Traiteur & Plats Cuisinés,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),11575515.49,0.65,gs://shelfoptimizer-product-images-data-agents/product_images/3292070007905.jpg
3038352876506,Tomapizza,Panzani,Traiteur & Plats Cuisinés,B,3,Aucun additif à risque,Produit Conforme,3045200.91,0.22,gs://shelfoptimizer-product-images-data-agents/product_images/3038352876506.jpg
8076809535755,Sauce tomate basilic,Barilla,Traiteur & Plats Cuisinés,A,4,Aucun additif à risque,Produit Conforme,8862760.07,0.38,gs://shelfoptimizer-product-images-data-agents/product_images/3023470020016.jpg
3292070005147,Tzatziki Extra,L'Atelier Blini,Traiteur & Plats Cuisinés,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),8850992.14,0.26,gs://shelfoptimizer-product-images-data-agents/product_images/3292070005147.jpg
20023218,Sauce Tomate Napolitaine,Combino,Traiteur & Plats Cuisinés,A,4,Aucun additif à risque,Produit Conforme,8348002.61,0.27,gs://shelfoptimizer-product-images-data-agents/product_images/3033491147067.jpg
8710522921500,Amora Mayonnaise 5 Ingrédients 235g,Amora,Traiteur & Plats Cuisinés,C,2,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),5660519.82,0.54,gs://shelfoptimizer-product-images-data-agents/product_images/3033491451652.jpg
3155251205449,Ma Crème anglaise,Bridélice,Traiteur & Plats Cuisinés,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),11909209.44,0.81,gs://shelfoptimizer-product-images-data-agents/product_images/3155251205449.jpg
3564707082549,Moutarde de Dijon bio,Bio Village,Traiteur & Plats Cuisinés,E,3,E250 (Nitrite de sodium),Produit Certifié Bio (Nutri-Score A),10598366.29,0.46,gs://shelfoptimizer-product-images-data-agents/product_images/3564707082549.jpg
3270190121909,Moutarde de Dijon,CMI (Carrefour Marchandises Internationales),Traiteur & Plats Cuisinés,E,3,E150d (Caramel au sulfite d'ammoniaque),Produit Certifié Bio (Nutri-Score A),5039533.36,0.17,gs://shelfoptimizer-product-images-data-agents/product_images/3270190121909.jpg
3307130605004,Sauce tomate Provencale,Jardin Bio,Traiteur & Plats Cuisinés,B,3,Aucun additif à risque,Produit Conforme,10860433.1,0.68,gs://shelfoptimizer-product-images-data-agents/product_images/3307130605004.jpg
3250391587285,Houmous - IDS -180g,Itineraire des saveurs,Traiteur & Plats Cuisinés,B,3,Aucun additif à risque,Produit Conforme,15494222.77,0.6,gs://shelfoptimizer-product-images-data-agents/product_images/3250391587285.jpg
3038359007651,Bolognaise classique,Panzani,Traiteur & Plats Cuisinés,B,4,Aucun additif à risque,Produit Conforme,17441018.54,0.29,gs://shelfoptimizer-product-images-data-agents/product_images/3038359007651.jpg
8715700017006,Tomato Ketchup,Heinz,Traiteur & Plats Cuisinés,D,3,E330 (Acide citrique),Produit Certifié Bio (Nutri-Score A),16600427.85,0.33,gs://shelfoptimizer-product-images-data-agents/product_images/3036810210275.jpg
3038359011436,Panzani sauce provencale nat 210g f12,Panzani,Traiteur & Plats Cuisinés,A,4,Aucun additif à risque,Produit Conforme,17216763.62,0.82,gs://shelfoptimizer-product-images-data-agents/product_images/3038359011436.jpg
8076809581868,Pesto Basilico e Pistacchio,Barilla,Traiteur & Plats Cuisinés,E,4,E150d (Caramel au sulfite d'ammoniaque),Produit Certifié Bio (Nutri-Score A),18002249.46,0.42,gs://shelfoptimizer-product-images-data-agents/product_images/3036811363161.jpg
4002359017988,Sauce soja salée,SUZI WAN,Traiteur & Plats Cuisinés,E,3,E150d (Caramel au sulfite d'ammoniaque),Produit Certifié Bio (Nutri-Score A),5230728.63,0.34,gs://shelfoptimizer-product-images-data-agents/product_images/3036811367008.jpg
3229820762050,Sauce soja,Tanoshi,Traiteur & Plats Cuisinés,E,3,E250 (Nitrite de sodium),Produit Certifié Bio (Nutri-Score A),4665525.62,0.53,gs://shelfoptimizer-product-images-data-agents/product_images/3229820762050.jpg
3250546095238,Moutarde Mi-Forte,Amora,Traiteur & Plats Cuisinés,E,4,E471 (Mono- et diglycérides d'acides gras),Produit Certifié Bio (Nutri-Score A),14900387.72,0.42,gs://shelfoptimizer-product-images-data-agents/product_images/3250546095238.jpg
20037154,Sauce tomate au basilic,Combino,Traiteur & Plats Cuisinés,A,4,Aucun additif à risque,Produit Conforme,8317811.66,0.61,gs://shelfoptimizer-product-images-data-agents/product_images/20037154.jpg
3217450004428,Salad Sauce | Dijonnaise | Without Oil,Le Jardin d'Orante,Traiteur & Plats Cuisinés,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),5176855.72,0.58,gs://shelfoptimizer-product-images-data-agents/product_images/3217450004428.jpg
3038359005572,Panzani sauce pesto tomates sechees 200g,Panzani,Traiteur & Plats Cuisinés,E,4,E250 (Nitrite de sodium),Produit Certifié Bio (Nutri-Score A),13749174.56,0.57,gs://shelfoptimizer-product-images-data-agents/product_images/3038359005572.jpg
8722700139201,moutarde douce fine et douce,Amora,Traiteur & Plats Cuisinés,E,4,E250 (Nitrite de sodium),Produit Certifié Bio (Nutri-Score A),6227210.04,0.14,gs://shelfoptimizer-product-images-data-agents/product_images/3038350023001.jpg
3265478858004,Vinaigrette légèrevinaigre balsamique tomates et tomates séchée,Puget,Traiteur & Plats Cuisinés,D,3,E150d (Caramel au sulfite d'ammoniaque),Produit Certifié Bio (Nutri-Score A),6403899.01,0.23,gs://shelfoptimizer-product-images-data-agents/product_images/3265478858004.jpg
8076809513715,Sauce tomate aux olives,Barilla,Traiteur & Plats Cuisinés,B,4,Aucun additif à risque,Produit Conforme,1186582.08,0.54,gs://shelfoptimizer-product-images-data-agents/product_images/3038350333605.jpg
3038359006456,Panzani - bc - tomacouli nature 500g (big),PANZANI,Traiteur & Plats Cuisinés,A,1,Aucun additif à risque,Produit Conforme,13032474.17,0.74,gs://shelfoptimizer-product-images-data-agents/product_images/3038359006456.jpg
8715035250307,Sauce soja sucrée,KIKKOMAN,Traiteur & Plats Cuisinés,E,4,E150d (Caramel au sulfite d'ammoniaque),Produit Certifié Bio (Nutri-Score A),1955125.97,0.53,gs://shelfoptimizer-product-images-data-agents/product_images/3038352876506.jpg
8710522924327,Mayonnaise 5 ingrédients,Amora,Traiteur & Plats Cuisinés,C,2,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),9894560.33,0.22,gs://shelfoptimizer-product-images-data-agents/product_images/3038352880206.jpg
3038359007620,Panzani - spf - sauce bolognaise pur boeuf 400g,Panzani,Traiteur & Plats Cuisinés,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),3029941.96,0.59,gs://shelfoptimizer-product-images-data-agents/product_images/3038359007620.jpg
7613039830727,MAGGI Fond de Veau - Boîte 110g,Maggi,Traiteur & Plats Cuisinés,B,4,Aucun additif à risque,Produit Conforme,15640552.5,0.82,gs://shelfoptimizer-product-images-data-agents/product_images/3038353020106.jpg
3248832940539,Poulet🐔 au Curry et Noix de Coco 🥥,WW,Traiteur & Plats Cuisinés,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),4586032.61,0.37,gs://shelfoptimizer-product-images-data-agents/product_images/3248832940539.jpg
3564707129732,Pesto verde,Bio Village,Traiteur & Plats Cuisinés,E,4,E471 (Mono- et diglycérides d'acides gras),Produit Certifié Bio (Nutri-Score A),10556527.55,0.35,gs://shelfoptimizer-product-images-data-agents/product_images/3564707129732.jpg
8410066118090,HEINZ,Heinz,Traiteur & Plats Cuisinés,C,4,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),288408.45,0.79,gs://shelfoptimizer-product-images-data-agents/product_images/3038359005572.jpg
50157617,Ketchup,Heinz,Traiteur & Plats Cuisinés,D,3,E250 (Nitrite de sodium),Produit Certifié Bio (Nutri-Score A),1378048.45,0.77,gs://shelfoptimizer-product-images-data-agents/product_images/3038359006456.jpg
3563490017226,Moutarde de Dijon,Reine de Dijon,Traiteur & Plats Cuisinés,E,3,E330 (Acide citrique),Produit Certifié Bio (Nutri-Score A),13329310.85,0.85,gs://shelfoptimizer-product-images-data-agents/product_images/3563490017226.jpg
8710522922002,AMORA Ketchup 5 Ingrédients Flacon Souple 273g,Amora,Traiteur & Plats Cuisinés,B,3,Aucun additif à risque,Produit Conforme,6647776.59,0.39,gs://shelfoptimizer-product-images-data-agents/product_images/3038359007651.jpg
3083681148619,Carottes rapees citron dnp 320g,Bonduelle,Produits Frais,A,4,Aucun additif à risque,Produit Conforme,14057946.26,0.42,gs://shelfoptimizer-product-images-data-agents/product_images/3083681148619.jpg
5053990156009,Pringles Original,Pringles,Produits Frais,D,4,E250 (Nitrite de sodium),Produit Certifié Bio (Nutri-Score A),9282608.61,0.69,gs://shelfoptimizer-product-images-data-agents/product_images/3038359011436.jpg
3083681093926,Aubergines cuisinées à la Provençal,Cassegrain,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,3209353.36,0.51,gs://shelfoptimizer-product-images-data-agents/product_images/3083681093926.jpg
3276558775128,Tomates Cerises,Azura,Produits Frais,C,1,Aucun additif à risque,Produit Certifié Bio (Nutri-Score A),4365231.72,0.18,gs://shelfoptimizer-product-images-data-agents/product_images/3276558775128.jpg
3083681094459,Courgettes à la Provençale 1/2,Cassegrain,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,12311586.53,0.65,gs://shelfoptimizer-product-images-data-agents/product_images/3083681094459.jpg
3083681148626,Carottes rapees citron dnp 500g,BONJOUR,Produits Frais,A,4,Aucun additif à risque,Produit Conforme,10563669.01,0.58,gs://shelfoptimizer-product-images-data-agents/product_images/3083681148626.jpg
3083681094923,Haricots Verts extra-fins 1/2,Cassegrain,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,839770.11,0.11,gs://shelfoptimizer-product-images-data-agents/product_images/3083681094923.jpg
20023751,Carottes râpées à la ciboulette,Saladinettes,Produits Frais,A,4,Aucun additif à risque,Produit Conforme,11710673.61,0.65,gs://shelfoptimizer-product-images-data-agents/product_images/20023751.jpg
3281780894950,Mes Carottes râpées à la ciboulette,Pierre Martinet,Produits Frais,A,4,Aucun additif à risque,Produit Conforme,11341654.63,0.92,gs://shelfoptimizer-product-images-data-agents/product_images/3281780894950.jpg
3504182960123,Tomates cerises allongées,Azura,Produits Frais,A,1,Aucun additif à risque,Produit Conforme,15958768.22,0.65,gs://shelfoptimizer-product-images-data-agents/product_images/3504182960123.jpg
3083681057843,Haricots Verts extra-fins 1/4,Cassegrain,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,4602335.47,0.15,gs://shelfoptimizer-product-images-data-agents/product_images/3083681057843.jpg
3017800509937,Curry de pois chiches aux épices douces d'aucy 380g,D'aucy,Produits Frais,B,3,Aucun additif à risque,Produit Conforme,17806964.25,0.34,gs://shelfoptimizer-product-images-data-agents/product_images/3017800509937.jpg
40122274,Cornichons aigres-doux Recette Paysanne,Kûhne,Produits Frais,B,4,Aucun additif à risque,Produit Conforme,7573393.72,0.52,gs://shelfoptimizer-product-images-data-agents/product_images/3046920017503.jpg
3270190212980,Carottes râpées au jus de citron de sicile,Carrefour,Produits Frais,A,4,Aucun additif à risque,Produit Conforme,10781160.64,0.92,gs://shelfoptimizer-product-images-data-agents/product_images/3270190212980.jpg
3083681116939,Poêlée Paysanne 750g,Bonduelle,Produits Frais,A,4,Aucun additif à risque,Produit Conforme,2019374.04,0.81,gs://shelfoptimizer-product-images-data-agents/product_images/3083681116939.jpg
3083681027860,Haricots Verts extra-fins 4/4,Cassegrain,Produits Frais,A,3,Aucun additif à risque,Produit Conforme,9608255.54,0.42,gs://shelfoptimizer-product-images-data-agents/product_images/3083681027860.jpg
