id_client_indus,raison_sociale,secteur_activite,commune,code_departement,nom_region,consommation_annuelle_mwh,puissance_souscrite_kva,empreinte_carbone_mwh_co2,optin_flexibilite_effacement
INDUS-00054,Industrie Paris #54,Automobile,Paris,75 - Paris,Île-de-France,26720.4,6362.0,7107.63,False
INDUS-00055,Industrie Toulon #55,Agroalimentaire,Toulon,75 - Paris,Île-de-France,4156.7,989.7,1799.85,False
INDUS-00056,Industrie Paris #56,Data Centers,Paris,75 - Paris,Île-de-France,23912.5,5693.5,9541.09,True
INDUS-00057,Industrie Rosières #57,Automobile,Rosières,75 - Paris,Île-de-France,24088.2,5735.3,5154.87,False
INDUS-00058,Industrie Saint-Jeoire #58,Chimie & Pharmacie,Saint-Jeoire,75 - Paris,Île-de-France,3250.0,773.8,880.75,True
INDUS-00059,Industrie Courbevoie #59,Agroalimentaire,Courbevoie,75 - Paris,Île-de-France,1257.2,299.3,328.13,False
INDUS-00060,Industrie Paris #60,Agroalimentaire,Paris,75 - Paris,Île-de-France,12380.0,2947.6,7019.46,True
INDUS-00061,Industrie Montesson #61,Automobile,Montesson,75 - Paris,Île-de-France,36229.9,8626.2,5760.55,False
INDUS-00062,Industrie Paris #62,Métallurgie,Paris,75 - Paris,Île-de-France,36151.2,8607.4,15761.92,True
INDUS-00063,Industrie Lormont #63,Chimie & Pharmacie,Lormont,75 - Paris,Île-de-France,30185.1,7186.9,14760.51,False
INDUS-00064,Industrie Paris #64,Métallurgie,Paris,75 - Paris,Île-de-France,24667.8,5873.3,4341.53,False
INDUS-00065,Industrie Paris #65,Automobile,Paris,75 - Paris,Île-de-France,4914.2,1170.0,1493.92,True
INDUS-00066,Industrie Paris #66,Agroalimentaire,Paris,75 - Paris,Île-de-France,44401.8,10571.9,10967.24,True
INDUS-00067,Industrie Bron #67,Automobile,Bron,75 - Paris,Île-de-France,8825.5,2101.3,2938.89,True
INDUS-00068,Industrie Courbevoie #68,Métallurgie,Courbevoie,75 - Paris,Île-de-France,2135.4,508.4,1016.45,False
INDUS-00069,Industrie Paris #69,Agroalimentaire,Paris,75 - Paris,Île-de-France,3710.1,883.4,2062.82,False
INDUS-00070,Industrie Paris #70,Data Centers,Paris,75 - Paris,Île-de-France,9179.3,2185.5,5268.92,False
INDUS-00071,Industrie Paris #71,Agroalimentaire,Paris,75 - Paris,Île-de-France,29989.5,7140.4,6717.65,False
INDUS-00072,Industrie Paris #72,Data Centers,Paris,75 - Paris,Île-de-France,12901.0,3071.7,6927.84,False
INDUS-00073,Industrie Paris #73,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,42715.1,10170.3,13113.54,False
INDUS-00074,Industrie Paris #74,Automobile,Paris,75 - Paris,Île-de-France,43631.5,10388.5,14136.61,False
INDUS-00075,Industrie Lannemezan #75,Chimie & Pharmacie,Lannemezan,75 - Paris,Île-de-France,35301.0,8405.0,7130.8,True
INDUS-00076,Industrie Le Mans #76,Agroalimentaire,Le Mans,75 - Paris,Île-de-France,22585.3,5377.5,9824.61,True
INDUS-00077,Industrie Montlhéry #77,Métallurgie,Montlhéry,75 - Paris,Île-de-France,34068.3,8111.5,17340.76,False
INDUS-00078,Industrie Condom #78,Agroalimentaire,Condom,75 - Paris,Île-de-France,29153.3,6941.3,4868.6,True
INDUS-00079,Industrie Domérat #79,Métallurgie,Domérat,75 - Paris,Île-de-France,17422.7,4148.3,5279.08,True
INDUS-00080,Industrie Paris #80,Métallurgie,Paris,75 - Paris,Île-de-France,3188.5,759.2,1508.16,True
INDUS-00081,Industrie Paris #81,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,20381.8,4852.8,4810.1,False
INDUS-00082,Industrie Issy-les-Moulineaux #82,Data Centers,Issy-les-Moulineaux,75 - Paris,Île-de-France,2997.7,713.7,671.48,True
INDUS-00083,Industrie Paris #83,Agroalimentaire,Paris,75 - Paris,Île-de-France,13601.0,3238.3,2733.8,False
INDUS-00084,Industrie Le Brusquet #84,Agroalimentaire,Le Brusquet,75 - Paris,Île-de-France,6612.2,1574.3,3597.04,True
INDUS-00085,Industrie Paris #85,Data Centers,Paris,75 - Paris,Île-de-France,44090.6,10497.8,6304.96,True
INDUS-00086,Industrie Bourg-lès-Valence #86,Métallurgie,Bourg-lès-Valence,75 - Paris,Île-de-France,19552.1,4655.3,6452.19,True
INDUS-00087,Industrie Collonges-au-Mont-d'Or #87,Métallurgie,Collonges-au-Mont-d'Or,75 - Paris,Île-de-France,12328.7,2935.4,5005.45,True
INDUS-00088,Industrie Buchelay #88,Chimie & Pharmacie,Buchelay,75 - Paris,Île-de-France,31167.1,7420.7,7137.27,False
INDUS-00089,Industrie Antibes #89,Automobile,Antibes,75 - Paris,Île-de-France,36093.5,8593.7,13932.09,False
INDUS-00090,Industrie Mulsanne #90,Métallurgie,Mulsanne,75 - Paris,Île-de-France,37546.5,8939.6,19336.45,False
INDUS-00091,Industrie Paris #91,Data Centers,Paris,75 - Paris,Île-de-France,39333.2,9365.0,11367.29,True
INDUS-00092,Industrie Paris #92,Data Centers,Paris,75 - Paris,Île-de-France,12814.9,3051.2,4062.32,False
INDUS-00093,Industrie Mulhouse #93,Automobile,Mulhouse,75 - Paris,Île-de-France,17752.8,4226.9,6231.23,True
INDUS-00094,Industrie Orsay #94,Agroalimentaire,Orsay,75 - Paris,Île-de-France,11619.6,2766.6,4322.49,True
INDUS-00095,Industrie Guidel #95,Automobile,Guidel,75 - Paris,Île-de-France,44261.8,10538.5,7745.81,False
INDUS-00096,Industrie Marignane #96,Data Centers,Marignane,75 - Paris,Île-de-France,42052.6,10012.5,11143.94,True
INDUS-00097,Industrie Paris #97,Data Centers,Paris,75 - Paris,Île-de-France,38880.5,9257.3,7659.46,True
INDUS-00098,Industrie Bordeaux #98,Agroalimentaire,Bordeaux,75 - Paris,Île-de-France,4985.5,1187.0,608.23,True
INDUS-00099,Industrie Tassin-la-Demi-Lune #99,Métallurgie,Tassin-la-Demi-Lune,75 - Paris,Île-de-France,34473.3,8207.9,10031.73,False
INDUS-00100,Industrie La Teste-de-Buch #100,Chimie & Pharmacie,La Teste-de-Buch,75 - Paris,Île-de-France,24867.1,5920.7,8728.35,False
INDUS-00101,Industrie Montpellier #101,Agroalimentaire,Montpellier,75 - Paris,Île-de-France,34540.3,8223.9,13988.82,False
INDUS-00102,Industrie Saint-Aunès #102,Métallurgie,Saint-Aunès,75 - Paris,Île-de-France,43957.6,10466.1,7516.75,False
INDUS-00103,Industrie Paris #103,Agroalimentaire,Paris,75 - Paris,Île-de-France,2034.6,484.4,404.89,True
INDUS-00104,Industrie Paris #104,Automobile,Paris,75 - Paris,Île-de-France,38974.0,9279.5,19448.03,False
INDUS-00105,Industrie Paris #105,Métallurgie,Paris,75 - Paris,Île-de-France,17452.2,4155.3,4048.91,True
INDUS-00106,Industrie Paris #106,Métallurgie,Paris,75 - Paris,Île-de-France,37089.7,8830.9,9680.41,True
INDUS-00107,Industrie Paris #107,Automobile,Paris,75 - Paris,Île-de-France,8245.2,1963.1,1896.4,False
INDUS-00108,Industrie Saint-Jean-de-Luz #108,Agroalimentaire,Saint-Jean-de-Luz,75 - Paris,Île-de-France,23580.6,5614.4,6013.05,True
INDUS-00109,Industrie Puteaux #109,Agroalimentaire,Puteaux,75 - Paris,Île-de-France,20225.6,4815.6,3155.19,True
INDUS-00110,Industrie Écouflant #110,Agroalimentaire,Écouflant,75 - Paris,Île-de-France,12221.8,2910.0,5829.8,True
INDUS-00111,Industrie Paris #111,Data Centers,Paris,75 - Paris,Île-de-France,36801.9,8762.4,6918.76,True
INDUS-00112,Industrie Paris #112,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,8599.5,2047.5,1367.32,False
INDUS-00113,Industrie Paris #113,Agroalimentaire,Paris,75 - Paris,Île-de-France,25621.3,6100.3,4201.89,False
INDUS-00114,Industrie Boën-sur-Lignon #114,Chimie & Pharmacie,Boën-sur-Lignon,75 - Paris,Île-de-France,9198.8,2190.2,4268.24,True
INDUS-00115,Industrie Bordeaux #115,Métallurgie,Bordeaux,75 - Paris,Île-de-France,31195.7,7427.5,5864.79,False
INDUS-00116,Industrie Paris #116,Data Centers,Paris,75 - Paris,Île-de-France,15991.7,3807.5,9003.33,True
INDUS-00117,Industrie Paris #117,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,4511.5,1074.2,1854.23,False
INDUS-00118,Industrie Bonneuil-sur-Marne #118,Chimie & Pharmacie,Bonneuil-sur-Marne,75 - Paris,Île-de-France,19985.8,4758.5,4796.59,True
INDUS-00119,Industrie Brive-la-Gaillarde #119,Métallurgie,Brive-la-Gaillarde,75 - Paris,Île-de-France,20621.0,4909.8,8722.68,False
INDUS-00120,Industrie Saint-François #120,Automobile,Saint-François,75 - Paris,Île-de-France,29940.6,7128.7,11946.3,False
INDUS-00121,Industrie Paris #121,Agroalimentaire,Paris,75 - Paris,Île-de-France,20086.8,4782.6,11208.43,True
INDUS-00122,Industrie Paris #122,Automobile,Paris,75 - Paris,Île-de-France,14880.6,3543.0,7410.54,False
INDUS-00123,Industrie Lure #123,Agroalimentaire,Lure,75 - Paris,Île-de-France,2582.8,615.0,777.42,True
INDUS-00124,Industrie Paris #124,Métallurgie,Paris,75 - Paris,Île-de-France,24481.6,5829.0,8617.52,True
INDUS-00125,Industrie Pissy-Pôville #125,Data Centers,Pissy-Pôville,75 - Paris,Île-de-France,25500.0,6071.4,14229.0,True
INDUS-00126,Industrie Paris #126,Data Centers,Paris,75 - Paris,Île-de-France,15735.8,3746.6,8780.58,False
INDUS-00127,Industrie Paris #127,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,16957.2,4037.4,4951.5,True
INDUS-00128,Industrie Coutances #128,Métallurgie,Coutances,75 - Paris,Île-de-France,35287.9,8401.9,14820.92,True
INDUS-00129,Industrie Rots #129,Automobile,Rots,75 - Paris,Île-de-France,23968.9,5706.9,4745.84,False
INDUS-00130,Industrie Paris #130,Métallurgie,Paris,75 - Paris,Île-de-France,25763.1,6134.1,5281.44,False
INDUS-00131,Industrie Brest #131,Chimie & Pharmacie,Brest,75 - Paris,Île-de-France,13285.5,3163.2,6244.18,False
INDUS-00132,Industrie Paris #132,Automobile,Paris,75 - Paris,Île-de-France,41256.8,9823.0,14398.62,True
INDUS-00133,Industrie Arcueil #133,Chimie & Pharmacie,Arcueil,75 - Paris,Île-de-France,44440.0,10581.0,23908.72,True
INDUS-00134,Industrie Lattes #134,Agroalimentaire,Lattes,75 - Paris,Île-de-France,1488.8,354.5,582.12,False
INDUS-00135,Industrie Paris #135,Automobile,Paris,75 - Paris,Île-de-France,39863.0,9491.2,19253.83,False
INDUS-00136,Industrie Avelin #136,Chimie & Pharmacie,Avelin,75 - Paris,Île-de-France,33591.8,7998.0,8196.4,False
INDUS-00137,Industrie Haubourdin #137,Chimie & Pharmacie,Haubourdin,75 - Paris,Île-de-France,37795.0,8998.8,14248.72,True
INDUS-00138,Industrie Paris #138,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,22309.3,5311.7,6759.72,True
INDUS-00139,Industrie Arzens #139,Chimie & Pharmacie,Arzens,75 - Paris,Île-de-France,23729.5,5649.9,7901.92,True
INDUS-00140,Industrie Courbevoie #140,Métallurgie,Courbevoie,75 - Paris,Île-de-France,29715.4,7075.1,10073.52,False
INDUS-00141,Industrie Paris #141,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,28865.1,6872.6,4733.88,True
INDUS-00142,Industrie Paris #142,Data Centers,Paris,75 - Paris,Île-de-France,7292.6,1736.3,1356.42,True
INDUS-00143,Industrie Évry-Courcouronnes #143,Chimie & Pharmacie,Évry-Courcouronnes,75 - Paris,Île-de-France,25031.3,5959.8,9837.3,True
INDUS-00144,Industrie Paris #144,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,32861.7,7824.2,9201.28,True
INDUS-00145,Industrie Sélestat #145,Chimie & Pharmacie,Sélestat,75 - Paris,Île-de-France,41162.5,9800.6,21322.17,True
INDUS-00146,Industrie L'Haÿ-les-Roses #146,Automobile,L'Haÿ-les-Roses,75 - Paris,Île-de-France,17028.9,4054.5,9399.95,True
INDUS-00147,Industrie Lannemezan #147,Chimie & Pharmacie,Lannemezan,75 - Paris,Île-de-France,2506.3,596.7,1040.11,False
INDUS-00148,Industrie Paris #148,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,9238.2,2199.6,2457.36,False
INDUS-00149,Industrie Paris #149,Automobile,Paris,75 - Paris,Île-de-France,32499.4,7738.0,18329.66,True
INDUS-00150,Industrie Paris #150,Métallurgie,Paris,75 - Paris,Île-de-France,32696.7,7784.9,14517.33,True
INDUS-00151,Industrie Azay-le-Brûlé #151,Chimie & Pharmacie,Azay-le-Brûlé,75 - Paris,Île-de-France,8021.1,1909.8,1756.62,True
INDUS-00152,Industrie Paris #152,Agroalimentaire,Paris,75 - Paris,Île-de-France,37969.7,9040.4,14010.82,False
INDUS-00153,Industrie Paris #153,Automobile,Paris,75 - Paris,Île-de-France,18811.1,4478.8,7787.8,True
INDUS-00154,Industrie Villepinte #154,Data Centers,Villepinte,75 - Paris,Île-de-France,26644.1,6343.8,12922.39,False
INDUS-00155,Industrie Nice #155,Chimie & Pharmacie,Nice,75 - Paris,Île-de-France,7645.7,1820.4,1383.87,True
INDUS-00156,Industrie Lons #156,Data Centers,Lons,75 - Paris,Île-de-France,13470.3,3207.2,5186.07,False
INDUS-00157,Industrie Paris #157,Data Centers,Paris,75 - Paris,Île-de-France,6147.1,1463.6,2520.31,False
INDUS-00158,Industrie Paris #158,Data Centers,Paris,75 - Paris,Île-de-France,21618.3,5147.2,7155.66,True
INDUS-00159,Industrie Prémery #159,Automobile,Prémery,75 - Paris,Île-de-France,24341.1,5795.5,10710.08,False
INDUS-00160,Industrie Paris #160,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,17662.5,4205.4,5228.1,False
INDUS-00161,Industrie Paris #161,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,13709.0,3264.0,4222.37,False
INDUS-00162,Industrie Paris #162,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,24594.1,5855.7,5386.11,False
INDUS-00163,Industrie Paris #163,Data Centers,Paris,75 - Paris,Île-de-France,4351.2,1036.0,2501.94,False
INDUS-00164,Industrie Bazoches-sur-le-Betz #164,Data Centers,Bazoches-sur-le-Betz,75 - Paris,Île-de-France,28309.0,6740.2,6029.82,True
INDUS-00165,Industrie Puteaux #165,Data Centers,Puteaux,75 - Paris,Île-de-France,21344.5,5082.0,5165.37,True
INDUS-00166,Industrie Paris #166,Data Centers,Paris,75 - Paris,Île-de-France,40969.6,9754.7,5571.87,True
INDUS-00167,Industrie Paris #167,Data Centers,Paris,75 - Paris,Île-de-France,34014.4,8098.7,18197.7,False
INDUS-00168,Industrie Flins-sur-Seine #168,Automobile,Flins-sur-Seine,75 - Paris,Île-de-France,11359.5,2704.6,2033.35,False
INDUS-00169,Industrie Paris #169,Métallurgie,Paris,75 - Paris,Île-de-France,11540.7,2747.8,3623.78,True
INDUS-00170,Industrie Paris #170,Agroalimentaire,Paris,75 - Paris,Île-de-France,16252.0,3869.5,3640.45,False
INDUS-00171,Industrie Paris #171,Métallurgie,Paris,75 - Paris,Île-de-France,17621.4,4195.6,9762.26,True
INDUS-00172,Industrie Paris #172,Automobile,Paris,75 - Paris,Île-de-France,10285.6,2449.0,4577.09,False
INDUS-00173,Industrie Paris #173,Automobile,Paris,75 - Paris,Île-de-France,37696.2,8975.3,19036.58,True
INDUS-00174,Industrie Paris #174,Automobile,Paris,75 - Paris,Île-de-France,15525.0,3696.4,4036.5,False
INDUS-00175,Industrie Aire-sur-l'Adour #175,Data Centers,Aire-sur-l'Adour,75 - Paris,Île-de-France,28071.0,6683.6,13165.3,False
INDUS-00176,Industrie Mably #176,Data Centers,Mably,75 - Paris,Île-de-France,38846.9,9249.3,17714.19,True
INDUS-00177,Industrie Paris #177,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,37210.8,8859.7,18940.3,True
INDUS-00178,Industrie Paris #178,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,8464.3,2015.3,1794.43,True
INDUS-00179,Industrie Vénissieux #179,Agroalimentaire,Vénissieux,75 - Paris,Île-de-France,28076.0,6684.8,10977.72,True
INDUS-00180,Industrie Cholet #180,Agroalimentaire,Cholet,75 - Paris,Île-de-France,36417.5,8670.8,17844.58,True
INDUS-00181,Industrie Bitche #181,Agroalimentaire,Bitche,75 - Paris,Île-de-France,25693.3,6117.5,6243.47,False
INDUS-00182,Industrie Saint-Léger-sur-Dheune #182,Chimie & Pharmacie,Saint-Léger-sur-Dheune,75 - Paris,Île-de-France,34958.7,8323.5,5453.56,True
INDUS-00183,Industrie Mers-les-Bains #183,Automobile,Mers-les-Bains,75 - Paris,Île-de-France,36488.6,8687.8,19703.84,True
INDUS-00184,Industrie Châteaudun #184,Data Centers,Châteaudun,75 - Paris,Île-de-France,7490.1,1783.4,1145.99,False
INDUS-00185,Industrie Lachapelle-sous-Aubenas #185,Métallurgie,Lachapelle-sous-Aubenas,75 - Paris,Île-de-France,35424.2,8434.3,4746.84,False
INDUS-00186,Industrie Paris #186,Automobile,Paris,75 - Paris,Île-de-France,32285.5,7687.0,4229.4,False
INDUS-00187,Industrie Paris #187,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,15573.8,3708.0,7927.06,False
INDUS-00188,Industrie Paris #188,Automobile,Paris,75 - Paris,Île-de-France,40349.8,9607.1,14404.88,False
INDUS-00189,Industrie Paris #189,Chimie & Pharmacie,Paris,75 - Paris,Île-de-France,28920.1,6885.7,4019.89,False
INDUS-00190,Industrie Paris #190,Métallurgie,Paris,75 - Paris,Île-de-France,17653.1,4203.1,6672.87,True
INDUS-00191,Industrie Carcassonne #191,Automobile,Carcassonne,75 - Paris,Île-de-France,16470.1,3921.5,5155.14,True
INDUS-00192,Industrie Échirolles #192,Data Centers,Échirolles,75 - Paris,Île-de-France,31010.7,7383.5,13799.76,True
INDUS-00193,Industrie Paris #193,Agroalimentaire,Paris,75 - Paris,Île-de-France,11369.1,2706.9,1841.79,False
INDUS-00194,Industrie Issoudun #194,Métallurgie,Issoudun,75 - Paris,Île-de-France,43551.5,10369.4,22341.92,False
INDUS-00195,Industrie Paris #195,Data Centers,Paris,75 - Paris,Île-de-France,26898.3,6404.4,8741.95,False
INDUS-00196,Industrie Rubelles #196,Automobile,Rubelles,75 - Paris,Île-de-France,39191.6,9331.3,8151.85,True
INDUS-00197,Industrie Saint-Jean-de-Luz #197,Agroalimentaire,Saint-Jean-de-Luz,75 - Paris,Île-de-France,31733.6,7555.6,8282.47,False
INDUS-00198,Industrie Paris #198,Métallurgie,Paris,75 - Paris,Île-de-France,2307.2,549.3,433.75,True
INDUS-00199,Industrie Bagnols-en-Forêt #199,Métallurgie,Bagnols-en-Forêt,75 - Paris,Île-de-France,6464.6,1539.2,2689.27,False
INDUS-00200,Industrie Aix-les-Bains #200,Automobile,Aix-les-Bains,75 - Paris,Île-de-France,32337.6,7699.4,9151.54,False
INDUS-00201,Industrie Saint-André-de-Roquelongue #201,Agroalimentaire,Saint-André-de-Roquelongue,75 - Paris,Île-de-France,35296.6,8404.0,18918.98,False
INDUS-00202,Industrie Paris #202,Data Centers,Paris,75 - Paris,Île-de-France,43951.8,10464.7,8790.36,False
INDUS-00203,Industrie Paris #203,Agroalimentaire,Paris,75 - Paris,Île-de-France,15770.3,3754.8,5062.27,True
INDUS-00204,Industrie Paris #204,Agroalimentaire,Paris,75 - Paris,Île-de-France,14026.5,3339.6,4362.24,False
INDUS-00205,Industrie Tonnerre #205,Agroalimentaire,Tonnerre,75 - Paris,Île-de-France,15134.8,3603.5,6356.62,False
INDUS-00206,Industrie Saint-Paul-Trois-Châteaux #206,Data Centers,Saint-Paul-Trois-Châteaux,75 - Paris,Île-de-France,38879.1,9256.9,12557.95,True
INDUS-00207,Industrie Paris #207,Agroalimentaire,Paris,75 - Paris,Île-de-France,17540.6,4176.3,4718.42,True
INDUS-00208,Industrie Paris #208,Automobile,Paris,75 - Paris,Île-de-France,3575.5,851.3,1519.59,False
INDUS-00209,Industrie Saint-Langis-lès-Mortagne #209,Agroalimentaire,Saint-Langis-lès-Mortagne,75 - Paris,Île-de-France,38431.4,9150.3,16871.38,True
INDUS-00210,Industrie Lagord #210,Chimie & Pharmacie,Lagord,75 - Paris,Île-de-France,29070.1,6921.5,6889.61,True
INDUS-00211,Industrie Saint-Usage #211,Automobile,Saint-Usage,75 - Paris,Île-de-France,24093.3,5736.5,4505.45,False
