id_station_anfr,num_site,nom_operateur,commune,code_insee_commune,code_departement,nom_region,latitude,longitude,site_2g,site_3g,site_4g,site_5g,site_5g_3500mhz,site_zone_blanche_dcc
0132290834,00000002J1,Orange,Vitrolles,13117,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,43.44528,5.24055,True,True,True,True,True,False
0062290453,00000002J2,Orange,Mougins,06085,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.60055,6.995,True,True,True,False,False,False
0842290007,00000002J4,Orange,Orange,84087,Vaucluse,Provence-Alpes-Côte d'Azur,44.13222,4.80667,True,True,True,True,True,False
0832290099,00000002J5,Orange,Mons,83080,Var,Provence-Alpes-Côte d'Azur,43.74723,6.66111,True,True,True,False,False,True
0112290206,00000002K1,Orange,Luc-sur-Orbieu,11210,Aude,Occitanie,43.17445,2.78222,True,True,True,True,True,False
0542290016,00000002L1,Orange,Frouard,54215,Meurthe-et-Moselle,Grand Est,48.75139,6.14972,True,True,True,True,True,False
0572290020,00000002L2,Orange,Metz,57463,Moselle,Grand Est,49.13028,6.16305,True,True,True,True,True,False
0442290301,00000002M1,Orange,Ancenis-Saint-Géréon,44003,Loire-Atlantique,Pays de la Loire,47.36528,-1.21444,True,True,True,True,True,False
0452290006,00000002N2,Orange,Ingré,45169,Loiret,Centre-Val de Loire,47.90723,1.85028,True,True,True,True,True,False
0292290180,00000002Q1,Orange,Plounéour-Ménez,29202,Finistère,Bretagne,48.41334,-3.88944,True,True,True,False,False,False
0222290007,00000002Q2,Orange,Saint-Agathon,22272,Côtes-d'Armor,Bretagne,48.56527,-3.11972,True,True,True,True,True,False
0672290005,00000002S1,Orange,Haguenau,67180,Bas-Rhin,Grand Est,48.80334,7.76667,True,True,True,True,True,False
0312290014,00000002T1,Orange,Toulouse,31555,31 - Haute-Garonne,Occitanie,43.6175,1.46138,True,True,True,True,True,False
0822290003,00000002T2,Orange,Castelsarrasin,82033,Tarn-et-Garonne,Occitanie,44.0625,1.09667,True,True,True,True,True,False
0652290006,00000002T3,Orange,Lourdes,65286,Hautes-Pyrénées,Occitanie,43.08806,-0.04167,True,True,True,True,True,False
0752290181,00000002U8,Orange,Paris,75056,75 - Paris,Île-de-France,48.89722,2.31305,True,True,True,True,True,False
02A2290015,00000002V1,Orange,Bocognano,2A040,Corse-du-Sud,Corse,42.10944,9.11472,True,True,True,False,False,False
0912290013,00000002W2,Orange,Longjumeau,91345,Essonne,Île-de-France,48.68944,2.29667,True,True,True,True,True,False
0772290290,00000002W3,Orange,Mitry-Mory,77294,Seine-et-Marne,Île-de-France,48.95667,2.60916,True,True,True,True,True,False
0252290010,00000002X1,Orange,Bart,25043,Doubs,Bourgogne-Franche-Comté,47.48778,6.76139,True,True,True,True,True,False
0402290221,00000003B1,Orange,Cauneille,40077,Landes,Nouvelle-Aquitaine,43.56778,-1.08084,True,True,True,False,False,False
0332290028,00000003B2,Orange,Lormont,33249,Gironde,Nouvelle-Aquitaine,44.87945,-0.52306,True,True,True,True,True,False
0472290004,00000003B3,Orange,Marmande,47157,Lot-et-Garonne,Nouvelle-Aquitaine,44.52722,0.19055,True,True,True,True,True,False
0032290169,00000003D1,Orange,Langy,03137,Allier,Auvergne-Rhône-Alpes,46.27556,3.47306,True,True,True,False,False,False
0592290482,00000003F3,Orange,Tilloy-lez-Cambrai,59597,Nord,Hauts-de-France,50.20084,3.22194,True,True,True,True,True,False
0592290039,00000003F4,Orange,Saint-André-lez-Lille,59527,Nord,Hauts-de-France,50.66805,3.05388,True,True,True,True,True,False
0622290023,00000003F5,Orange,Bully-les-Mines,62186,Pas-de-Calais,Hauts-de-France,50.44028,2.72944,True,True,True,True,True,False
0872290007,00000003G1,Orange,Razès,87122,Haute-Vienne,Nouvelle-Aquitaine,46.03417,1.34278,True,True,True,True,False,False
0742290014,00000003H1,Orange,Saint-Félix,74233,Haute-Savoie,Auvergne-Rhône-Alpes,45.80334,5.9775,True,True,True,True,True,False
0012290129,00000003H3,Orange,Bourg-en-Bresse,01053,Ain,Auvergne-Rhône-Alpes,46.19722,5.25334,False,True,True,True,True,False
0422290012,00000003H6,Orange,Saint-Jean-Bonnefonds,42237,Loire,Auvergne-Rhône-Alpes,45.44944,4.43389,True,True,True,True,True,False
0262290122,00000003H7,Orange,La Coucourde,26106,Drôme,Auvergne-Rhône-Alpes,44.64805,4.7825,True,True,True,False,False,False
0132290586,00000003J1,Orange,Marignane,13054,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,43.41222,5.20917,True,True,True,True,True,False
0062290030,00000003J2,Orange,Cannes,06029,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.54916,6.96583,False,False,True,True,True,False
0832290015,00000003J5,Orange,Toulon,83137,Var,Provence-Alpes-Côte d'Azur,43.12083,5.94972,True,True,True,True,True,False
0112290008,00000003K1,Orange,Capendu,11068,Aude,Occitanie,43.17694,2.56556,True,True,True,False,False,False
0302290008,00000003K2,Orange,Nîmes,30189,Gard,Occitanie,43.83028,4.36917,True,True,True,True,True,False
0542290014,00000003L1,Orange,Nancy,54395,Meurthe-et-Moselle,Grand Est,48.68084,6.16472,True,True,True,True,True,False
0572290003,00000003L2,Orange,Thionville,57672,Moselle,Grand Est,49.38556,6.07055,True,True,True,False,False,False
0442290011,00000003M1,Orange,Carquefou,44026,Loire-Atlantique,Pays de la Loire,47.26194,-1.50083,True,True,True,True,True,False
0722290011,00000003M2,Orange,Le Mans,72181,Sarthe,Pays de la Loire,48.01917,0.21833,True,True,True,False,False,False
0862290122,00000003P1,Orange,Mignaloux-Beauvoir,86157,Vienne,Nouvelle-Aquitaine,46.54528,0.38861,True,True,True,True,True,False
0292290224,00000003Q1,Orange,Landerneau,29103,Finistère,Bretagne,48.44417,-4.23556,True,True,True,True,True,False
0222290002,00000003Q2,Orange,Trégueux,22360,Côtes-d'Armor,Bretagne,48.48139,-2.74111,True,True,True,True,True,False
0762290018,00000003R1,Orange,Rouen,76540,Seine-Maritime,Normandie,49.43055,1.08028,True,True,True,True,True,False
0672290019,00000003S1,Orange,Mundolsheim,67309,Bas-Rhin,Grand Est,48.63528,7.72695,True,True,True,True,True,False
0312290009,00000003T1,Orange,Toulouse,31555,31 - Haute-Garonne,Occitanie,43.59361,1.4775,True,True,True,True,True,False
0812290123,00000003T2,Orange,Cadalen,81046,Tarn,Occitanie,43.82555,1.96084,True,True,True,True,False,False
0652290085,00000003T3,Orange,Lannemezan,65258,Hautes-Pyrénées,Occitanie,43.12306,0.39723,True,True,True,True,True,False
0942290009,00000003U6,Orange,Champigny-sur-Marne,94017,Val-de-Marne,Île-de-France,48.82445,2.50056,True,True,True,True,True,False
0752290285,00000003U7,Orange,Paris,75056,75 - Paris,Île-de-France,48.8375,2.34805,True,True,True,True,True,False
0752290316,00000003U8,Orange,Paris,75056,75 - Paris,Île-de-France,48.89667,2.33056,True,True,True,True,True,False
0952290016,00000003W1,Orange,Gonesse,95277,Val-d'Oise,Île-de-France,48.98611,2.43972,True,True,True,True,True,False
0912290257,00000003W2,Orange,Briis-sous-Forges,91111,Essonne,Île-de-France,48.63028,2.14388,True,True,True,True,True,False
0772290460,00000003W3,Orange,Beaumont-du-Gâtinais,77027,Seine-et-Marne,Île-de-France,48.14361,2.46861,True,True,True,True,False,False
0782290031,00000003W4,Orange,Saint-Germain-en-Laye,78551,Yvelines,Île-de-France,48.89278,2.07111,True,True,True,True,True,False
0252290130,00000003X1,Orange,Vellerot-lès-Belvoir,25595,Doubs,Bourgogne-Franche-Comté,47.35889,6.60666,True,True,True,False,False,False
0022290003,00000004A1,Orange,Château-Thierry,02168,Aisne,Hauts-de-France,49.06278,3.38805,True,True,True,True,True,False
0642290004,00000004B1,Orange,Hendaye,64260,Pyrénées-Atlantiques,Nouvelle-Aquitaine,43.35667,-1.75972,True,True,True,True,True,False
0332290319,00000004B2,Orange,Bordeaux,33063,33 - Gironde,Nouvelle-Aquitaine,44.85056,-0.54223,True,True,True,True,True,False
0242290124,00000004B3,Orange,Port-Sainte-Foy-et-Ponchapt,24335,Dordogne,Nouvelle-Aquitaine,44.87444,0.22083,True,True,True,True,False,False
0512290138,00000004C1,Orange,Reims,51454,Marne,Grand Est,49.24278,4.05861,True,True,True,True,True,False
0032290002,00000004D1,Orange,Yzeure,03321,Allier,Auvergne-Rhône-Alpes,46.57973,3.38223,True,True,True,True,False,False
0592290033,00000004F3,Orange,Villers-Pol,59626,Nord,Hauts-de-France,50.29472,3.63167,True,True,True,True,True,False
0592290032,00000004F4,Orange,Lille,59350,59 - Nord,Hauts-de-France,50.6275,3.10055,True,True,True,True,True,False
0622290018,00000004F5,Orange,Béthune,62119,Pas-de-Calais,Hauts-de-France,50.53556,2.63528,True,True,True,True,True,False
0872290004,00000004G1,Orange,Limoges,87085,Haute-Vienne,Nouvelle-Aquitaine,45.85195,1.26583,True,True,True,True,True,False
0742290006,00000004H1,Orange,Annecy,74010,74 - Haute-Savoie,Auvergne-Rhône-Alpes,45.90888,6.11667,True,True,True,True,True,False
0012290130,00000004H3,Orange,Bourg-en-Bresse,01053,Ain,Auvergne-Rhône-Alpes,46.21111,5.2225,True,True,True,False,False,False
0422290011,00000004H6,Orange,Saint-Étienne,42218,Loire,Auvergne-Rhône-Alpes,45.43667,4.39333,True,True,True,True,True,False
0262290154,00000004H7,Orange,Montélimar,26198,Drôme,Auvergne-Rhône-Alpes,44.55583,4.74834,True,True,True,True,True,False
0132290639,00000004J1,Orange,Septèmes-les-Vallons,13106,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,43.40805,5.34666,True,True,True,True,True,False
0062290311,00000004J2,Orange,Cannes,06029,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.55,7.02528,True,True,True,False,False,False
0842290159,00000004J4,Orange,Mirabeau,84076,Vaucluse,Provence-Alpes-Côte d'Azur,43.68889,5.64389,True,True,True,True,True,False
0832290017,00000004J5,Orange,La Crau,83047,Var,Provence-Alpes-Côte d'Azur,43.135,6.07999,True,True,True,True,True,False
0112290007,00000004K1,Orange,Carcassonne,11069,Aude,Occitanie,43.21972,2.34083,True,True,True,True,True,False
0342290337,00000004K2,Orange,Entre-Vignes,34246,Hérault,Occitanie,43.72695,4.06333,True,True,True,True,True,False
0542290017,00000004L1,Orange,Saint-Nicolas-de-Port,54483,Meurthe-et-Moselle,Grand Est,48.625,6.29389,True,True,True,True,True,False
0572290251,00000004L2,Orange,Montigny-lès-Metz,57480,Moselle,Grand Est,49.09084,6.16611,True,True,True,False,False,False
0442290016,00000004M1,Orange,Orvault,44114,Loire-Atlantique,Pays de la Loire,47.25777,-1.62611,True,True,True,True,True,False
0722290014,00000004M2,Orange,Le Mans,72181,Sarthe,Pays de la Loire,47.99,0.205,True,True,True,True,True,False
0412290010,00000004N1,Orange,Mer,41136,Loir-et-Cher,Centre-Val de Loire,47.715,1.51306,True,True,True,True,True,False
0862290010,00000004P1,Orange,Lusignan,86139,Vienne,Nouvelle-Aquitaine,46.44361,0.11,True,True,True,False,False,False
0292290015,00000004Q1,Orange,Brest,29019,Finistère,Bretagne,48.40389,-4.46833,True,True,True,True,True,False
0222290011,00000004Q2,Orange,Broons,22020,Côtes-d'Armor,Bretagne,48.32111,-2.26028,True,True,True,True,True,False
0672290003,00000004S1,Orange,Strasbourg,67482,67 - Bas-Rhin,Grand Est,48.58556,7.75639,True,True,True,True,True,False
0312290111,00000004T1,Orange,Toulouse,31555,31 - Haute-Garonne,Occitanie,43.56584,1.46084,True,True,True,True,True,False
0812290001,00000004T2,Orange,Castelnau-de-Lévis,81063,Tarn,Occitanie,43.95694,2.11027,True,True,True,True,True,False
0322290054,00000004T3,Orange,Gimont,32147,Gers,Occitanie,43.61667,0.88,True,True,True,True,True,False
0942290002,00000004U6,Orange,Noiseau,94053,Val-de-Marne,Île-de-France,48.77888,2.56028,True,True,True,True,True,False
0752290341,00000004U8,Orange,Paris,75056,75 - Paris,Île-de-France,48.8975,2.33861,True,True,True,True,True,False
02B2290135,00000004V1,Orange,Corte,2B096,Haute-Corse,Corse,42.33,9.15834,True,True,True,True,True,False
0952290015,00000004W1,Orange,Saint-Brice-sous-Forêt,95539,Val-d'Oise,Île-de-France,48.99917,2.35972,True,True,True,True,True,False
0912290051,00000004W2,Orange,Wissous,91689,Essonne,Île-de-France,48.74889,2.32695,True,True,True,True,True,False
0772290020,00000004W3,Orange,Recloses,77386,Seine-et-Marne,Île-de-France,48.34444,2.6375,True,True,True,True,False,False
0782290019,00000004W4,Orange,Sartrouville,78586,Yvelines,Île-de-France,48.925,2.16083,True,True,True,True,True,False
0252290008,00000004X1,Orange,Besançon,25056,Doubs,Bourgogne-Franche-Comté,47.23611,6.04138,True,True,True,True,True,False
0142290003,00000004Z1,Orange,Saint-Gatien-des-Bois,14578,Calvados,Normandie,49.31055,0.205,True,True,True,False,False,False
0602290169,00000005A1,Orange,Creil,60175,Oise,Hauts-de-France,49.24833,2.47112,False,True,True,True,True,False
0642290013,00000005B1,Orange,Urrugne,64545,Pyrénées-Atlantiques,Nouvelle-Aquitaine,43.37778,-1.67612,True,True,True,True,True,False
0242290003,00000005B3,Orange,Montpon-Ménestérol,24294,Dordogne,Nouvelle-Aquitaine,44.97444,0.15584,True,True,True,True,True,False
0512290221,00000005C1,Orange,Lagery,51314,Marne,Grand Est,49.19889,3.73916,True,True,True,False,False,False
0632290010,00000005D1,Orange,Lezoux,63195,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.85195,3.39223,True,True,True,False,False,False
0592290565,00000005F3,Orange,Hautmont,59291,Nord,Hauts-de-France,50.24167,3.94667,True,True,True,True,True,False
0592290003,00000005F4,Orange,Loos,59360,Nord,Hauts-de-France,50.59194,3.02861,True,True,True,True,True,False
0622290014,00000005F5,Orange,Moyenneville,62597,Pas-de-Calais,Hauts-de-France,50.19083,2.77055,True,True,True,False,False,False
0872290101,00000005G1,Orange,Le Vigen,87205,Haute-Vienne,Nouvelle-Aquitaine,45.78028,1.3125,True,True,True,True,True,False
0742290326,00000005H1,Orange,Fillière,74282,Haute-Savoie,Auvergne-Rhône-Alpes,46.02444,6.23667,True,True,True,False,False,False
0692290022,00000005H3,Orange,Villeurbanne,69266,Rhône,Auvergne-Rhône-Alpes,45.765,4.90639,True,True,True,True,True,False
0382290226,00000005H5,Orange,Le Pont-de-Claix,38317,Isère,Auvergne-Rhône-Alpes,45.13194,5.69723,True,True,True,True,True,False
0422290013,00000005H6,Orange,Saint-Genest-Lerpt,42223,Loire,Auvergne-Rhône-Alpes,45.44222,4.34112,True,True,True,True,True,False
0262290007,00000005H7,Orange,Pierrelatte,26235,Drôme,Auvergne-Rhône-Alpes,44.37,4.70694,True,True,True,True,True,False
0132290040,00000005J1,Orange,Septèmes-les-Vallons,13106,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,43.38833,5.35167,False,False,True,False,False,False
0062290023,00000005J2,Orange,Cannes,06029,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.55528,7.02195,True,True,True,True,True,False
0042290001,00000005J4,Orange,Oraison,04143,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,43.90027,5.92083,True,True,True,True,True,False
0112290009,00000005K1,Orange,Bram,11049,Aude,Occitanie,43.24222,2.1325,True,True,True,False,False,False
0342290266,00000005K2,Orange,Montpellier,34172,34 - Hérault,Occitanie,43.61111,3.87722,True,True,True,True,True,False
0542290006,00000005L1,Orange,Deuxville,54155,Meurthe-et-Moselle,Grand Est,48.60666,6.47277,True,True,True,True,True,False
0572290021,00000005L2,Orange,Metz,57463,Moselle,Grand Est,49.11389,6.2425,False,False,True,True,True,False
0442290020,00000005M1,Orange,Nantes,44109,44 - Loire-Atlantique,Pays de la Loire,47.21972,-1.56194,True,True,True,True,True,False
0372290140,00000005N1,Orange,Montbazon,37154,Indre-et-Loire,Centre-Val de Loire,47.28555,0.70249,False,False,True,True,True,False
0282290158,00000005N2,Orange,Oinville-Saint-Liphard,28284,Eure-et-Loir,Centre-Val de Loire,48.22805,1.95194,True,True,True,False,False,False
0792290132,00000005P1,Orange,Soudan,79316,Deux-Sèvres,Nouvelle-Aquitaine,46.41361,-0.10278,True,True,True,False,False,False
0292290033,00000005Q1,Orange,Brest,29019,Finistère,Bretagne,48.38472,-4.525,True,True,True,True,True,False
0672290015,00000005S1,Orange,Illkirch-Graffenstaden,67218,Bas-Rhin,Grand Est,48.52222,7.72028,True,True,True,True,True,False
0312290025,00000005T1,Orange,Toulouse,31555,31 - Haute-Garonne,Occitanie,43.58139,1.42722,True,True,True,True,True,False
0822290048,00000005T2,Orange,Montauban,82121,Tarn-et-Garonne,Occitanie,43.9675,1.37417,True,True,True,True,True,False
0322290005,00000005T3,Orange,Marsan,32237,Gers,Occitanie,43.65416,0.70222,True,True,True,True,False,False
0932290016,00000005U2,Orange,Pantin,93055,Seine-Saint-Denis,Île-de-France,48.89528,2.42222,True,True,True,False,False,False
0752290284,00000005U7,Orange,Paris,75056,75 - Paris,Île-de-France,48.83778,2.35861,True,True,True,True,True,False
0752290459,00000005U8,Orange,Paris,75056,75 - Paris,Île-de-France,48.8975,2.35222,True,True,True,True,False,False
02B2290017,00000005V1,Orange,Canavaggia,2B059,Haute-Corse,Corse,42.49639,9.25027,False,True,True,False,False,False
0912290126,00000005W2,Orange,Wissous,91689,Essonne,Île-de-France,48.72777,2.32889,True,True,True,True,True,False
0772290019,00000005W3,Orange,Égreville,77168,Seine-et-Marne,Île-de-France,48.17916,2.8775,True,True,True,True,False,False
0142290018,00000005Z1,Orange,Honfleur,14333,Calvados,Normandie,49.41389,0.23667,True,True,True,True,True,False
0022290014,00000006A1,Orange,Amifontaine,02013,Aisne,Hauts-de-France,49.49,3.90556,True,True,True,False,False,False
0642290007,00000006B1,Orange,Biarritz,64122,Pyrénées-Atlantiques,Nouvelle-Aquitaine,43.46611,-1.55278,True,True,True,True,True,False
0242290004,00000006B3,Orange,Bergerac,24037,Dordogne,Nouvelle-Aquitaine,44.88195,0.47416,True,True,True,False,False,False
0522290007,00000006C1,Orange,Chauffourt,52120,Haute-Marne,Grand Est,47.96889,5.42222,True,True,True,False,False,False
0632290006,00000006D1,Orange,Aubière,63014,Puy-de-Dôme,Auvergne-Rhône-Alpes,45.75778,3.10389,True,True,True,True,True,False
0592290047,00000006F3,Orange,Le Cateau-Cambrésis,59136,Nord,Hauts-de-France,50.10972,3.55862,True,True,True,False,False,False
0592290042,00000006F4,Orange,Wasquehal,59646,Nord,Hauts-de-France,50.66611,3.11694,False,False,True,True,True,False
0872290006,00000006G1,Orange,La Porcherie,87120,Haute-Vienne,Nouvelle-Aquitaine,45.565,1.51055,True,True,True,True,False,False
0742290009,00000006H1,Orange,Annemasse,74012,Haute-Savoie,Auvergne-Rhône-Alpes,46.19834,6.23861,True,True,True,True,True,False
0422290189,00000006H6,Orange,Andrézieux-Bouthéon,42005,Loire,Auvergne-Rhône-Alpes,45.52694,4.26806,True,True,True,True,True,False
0262290011,00000006H7,Orange,Romans-sur-Isère,26281,Drôme,Auvergne-Rhône-Alpes,45.04389,5.06112,True,True,True,True,True,False
0132290039,00000006J1,Orange,Les Pennes-Mirabeau,13071,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,43.41667,5.36472,False,False,True,True,True,False
0062290020,00000006J2,Orange,Valbonne,06152,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,43.61722,7.05138,False,True,True,True,True,False
0042290004,00000006J4,Orange,Château-Arnoux-Saint-Auban,04049,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,44.08916,6.00056,True,True,True,True,True,False
0832290019,00000006J5,Orange,Vidauban,83148,Var,Provence-Alpes-Côte d'Azur,43.43056,6.44917,True,True,True,True,True,False
0112290200,00000006K1,Orange,Mas-Saintes-Puelles,11225,Aude,Occitanie,43.30056,1.875,True,True,True,True,True,False
0342290012,00000006K2,Orange,Lattes,34129,Hérault,Occitanie,43.585,3.91611,True,True,True,True,True,False
0542290018,00000006L1,Orange,Verdenal,54562,Meurthe-et-Moselle,Grand Est,48.57889,6.8,True,True,True,True,False,False
0442290019,00000006M1,Orange,Bouguenais,44020,Loire-Atlantique,Pays de la Loire,47.17611,-1.61527,True,True,True,True,True,False
0722290158,00000006M2,Orange,Saint-Denis-d'Orques,72278,Sarthe,Pays de la Loire,48.03917,-0.26833,True,True,True,False,False,False
0282290168,00000006N2,Orange,Auneau-Bleury-Saint-Symphorien,28015,Eure-et-Loir,Centre-Val de Loire,48.45945,1.76889,True,True,True,False,False,False
0792290085,00000006P1,Orange,Saint-Gelais,79249,Deux-Sèvres,Nouvelle-Aquitaine,46.34917,-0.43084,True,True,True,True,True,False
0292290256,00000006Q1,Orange,Pont-de-Buis-lès-Quimerch,29302,Finistère,Bretagne,48.27389,-4.15334,True,True,True,False,False,False
0222290009,00000006Q2,Orange,Dinan,22050,Côtes-d'Armor,Bretagne,48.44195,-2.06917,True,True,True,True,True,False
0272290009,00000006R1,Orange,Saint-Mards-de-Blacarville,27563,Eure,Normandie,49.36584,0.5125,False,True,True,False,False,False
0672290018,00000006S1,Orange,Sélestat,67462,Bas-Rhin,Grand Est,48.26472,7.43917,True,True,True,True,True,False
0312290019,00000006T1,Orange,Toulouse,31555,31 - Haute-Garonne,Occitanie,43.60611,1.39694,False,False,True,True,True,False
