id_session,id_client,imsi_sim_tag_code,timestamp_session,duree_session_minutes,volume_download_mb,volume_upload_mb,categorie_contenu_visite,protocole_reseau,id_station_anfr_connectee,qualite_experience_qoe_score
SESS-00043-2,CLI-00043,208104760522467,2025-03-07 14:15:00,99,631.6,325.8,Navigation Web General HTTPS,SIP_VOIP,0222290037,4.8
SESS-00043-3,CLI-00043,208104760522467,2025-03-16 13:15:00,35,2474.2,29.2,Cloud Storage (AWS/GCP/Drive),HTTPS,0912290034,3.9
SESS-00044-1,CLI-00044,208101581679223,2025-03-16 20:15:00,88,1798.2,53.9,Cloud Storage (AWS/GCP/Drive),SIP_VOIP,0642290014,4.4
SESS-00044-2,CLI-00044,208101581679223,2025-03-10 20:15:00,50,2475.2,344.3,Visio Pro Teams/Zoom,QUIC,0602290064,4.3
SESS-00044-3,CLI-00044,208101581679223,2025-03-02 13:15:00,55,1199.5,143.6,Visio Pro Teams/Zoom,QUIC,0372290054,4.6
SESS-00045-1,CLI-00045,208109383923179,2025-03-17 17:15:00,39,3104.7,315.5,Réseaux Sociaux (TikTok/Instagram),UDP_GAMING,0852290132,4.2
SESS-00045-2,CLI-00045,208109383923179,2025-03-05 08:15:00,92,351.0,303.4,Réseaux Sociaux (TikTok/Instagram),UDP_GAMING,0012290124,4.5
SESS-00045-3,CLI-00045,208109383923179,2025-03-22 22:15:00,13,104.6,253.4,Cloud Storage (AWS/GCP/Drive),UDP_GAMING,0342290427,4.8
SESS-00046-1,CLI-00046,208107569437541,2025-03-06 16:15:00,99,1269.6,15.4,Streaming Video 4K (Netflix/YouTube),QUIC,0062290450,4.3
SESS-00046-2,CLI-00046,208107569437541,2025-03-11 17:15:00,15,1696.3,137.4,Navigation Web General HTTPS,SIP_VOIP,0492290132,4.6
SESS-00046-3,CLI-00046,208107569437541,2025-03-03 19:15:00,68,1356.3,384.6,Gaming en Ligne UDP,SIP_VOIP,0382290521,4.0
SESS-00047-1,CLI-00047,208109581851853,2025-03-25 09:15:00,80,2506.5,200.3,Visio Pro Teams/Zoom,UDP_GAMING,0582290015,4.8
SESS-00047-2,CLI-00047,208109581851853,2025-03-26 22:15:00,46,854.7,392.6,Streaming Video 4K (Netflix/YouTube),HTTPS,0542290062,4.3
SESS-00047-3,CLI-00047,208109581851853,2025-03-17 12:15:00,113,2334.8,72.1,Navigation Web General HTTPS,UDP_GAMING,0782290332,4.0
SESS-00048-1,CLI-00048,208102720316058,2025-03-15 16:15:00,92,1427.1,297.7,Réseaux Sociaux (TikTok/Instagram),HTTPS,0442290123,4.9
SESS-00048-2,CLI-00048,208102720316058,2025-03-10 16:15:00,64,2196.6,15.2,Navigation Web General HTTPS,UDP_GAMING,0792290079,4.1
SESS-00048-3,CLI-00048,208102720316058,2025-03-24 22:15:00,16,1339.7,439.5,Visio Pro Teams/Zoom,QUIC,0472290045,4.3
SESS-00049-1,CLI-00049,208101606535003,2025-03-19 15:15:00,14,1512.2,259.6,Gaming en Ligne UDP,HTTPS,0222290084,4.6
SESS-00049-2,CLI-00049,208101606535003,2025-03-16 08:15:00,92,2928.5,351.1,Gaming en Ligne UDP,UDP_GAMING,0882290123,4.1
SESS-00049-3,CLI-00049,208101606535003,2025-03-28 10:15:00,14,1928.7,195.2,Réseaux Sociaux (TikTok/Instagram),SIP_VOIP,0412290020,4.1
SESS-00050-1,CLI-00050,208105578891724,2025-03-06 22:15:00,18,2823.7,244.7,Streaming Video 4K (Netflix/YouTube),HTTPS,0752291437,4.0
SESS-00050-2,CLI-00050,208105578891724,2025-03-18 15:15:00,11,2684.1,168.8,Cloud Storage (AWS/GCP/Drive),QUIC,0532290044,4.1
SESS-00050-3,CLI-00050,208105578891724,2025-03-01 22:15:00,30,1151.2,283.4,Navigation Web General HTTPS,QUIC,0832290240,4.2
SESS-00051-1,CLI-00051,208101979161690,2025-03-09 18:15:00,79,3032.0,73.8,Visio Pro Teams/Zoom,UDP_GAMING,0892290058,4.8
SESS-00051-2,CLI-00051,208101979161690,2025-03-04 21:15:00,16,2107.3,142.2,Gaming en Ligne UDP,UDP_GAMING,0142290135,4.0
SESS-00051-3,CLI-00051,208101979161690,2025-03-14 17:15:00,55,1130.0,139.2,Visio Pro Teams/Zoom,HTTPS,0732290076,4.6
SESS-00052-1,CLI-00052,208109792774100,2025-03-14 19:15:00,86,2558.8,418.7,Gaming en Ligne UDP,SIP_VOIP,0272290015,4.4
SESS-00052-2,CLI-00052,208109792774100,2025-03-02 21:15:00,23,1753.0,133.4,Gaming en Ligne UDP,SIP_VOIP,0592290714,4.5
SESS-00052-3,CLI-00052,208109792774100,2025-03-03 10:15:00,57,1335.5,105.7,Visio Pro Teams/Zoom,SIP_VOIP,0732290083,4.6
SESS-00053-1,CLI-00053,208109159093069,2025-03-22 19:15:00,112,616.5,113.6,Gaming en Ligne UDP,SIP_VOIP,0672290368,4.8
SESS-00053-2,CLI-00053,208109159093069,2025-03-28 18:15:00,112,763.7,337.7,Navigation Web General HTTPS,SIP_VOIP,0832290182,4.4
SESS-00053-3,CLI-00053,208109159093069,2025-03-26 18:15:00,31,2714.0,103.3,Visio Pro Teams/Zoom,SIP_VOIP,0332290205,4.1
SESS-00054-1,CLI-00054,208104331265763,2025-03-23 09:15:00,118,2260.1,333.1,Réseaux Sociaux (TikTok/Instagram),HTTPS,0782290085,4.9
SESS-00054-2,CLI-00054,208104331265763,2025-03-20 10:15:00,72,1772.3,367.9,Visio Pro Teams/Zoom,SIP_VOIP,0832290010,3.9
SESS-00054-3,CLI-00054,208104331265763,2025-03-21 19:15:00,31,1009.9,332.0,Gaming en Ligne UDP,HTTPS,0782290033,4.6
SESS-00055-1,CLI-00055,208101079797525,2025-03-01 15:15:00,22,2374.6,417.3,Streaming Video 4K (Netflix/YouTube),QUIC,0032290026,4.7
SESS-00055-2,CLI-00055,208101079797525,2025-03-22 20:15:00,53,2084.6,250.1,Réseaux Sociaux (TikTok/Instagram),SIP_VOIP,0882290032,4.4
SESS-00055-3,CLI-00055,208101079797525,2025-03-23 14:15:00,57,2746.7,354.6,Visio Pro Teams/Zoom,SIP_VOIP,0952290077,4.4
SESS-00056-1,CLI-00056,208109207849664,2025-03-21 17:15:00,65,2792.4,337.3,Navigation Web General HTTPS,HTTPS,0932290198,4.6
SESS-00056-2,CLI-00056,208109207849664,2025-03-03 08:15:00,15,1981.8,27.5,Cloud Storage (AWS/GCP/Drive),UDP_GAMING,0942290080,4.1
SESS-00056-3,CLI-00056,208109207849664,2025-03-20 21:15:00,50,2656.1,53.0,Navigation Web General HTTPS,QUIC,0852290024,4.5
SESS-00057-1,CLI-00057,208101186683840,2025-03-26 08:15:00,77,2478.6,376.4,Visio Pro Teams/Zoom,UDP_GAMING,0762290202,4.3
SESS-00057-2,CLI-00057,208101186683840,2025-03-23 22:15:00,120,2628.8,133.9,Cloud Storage (AWS/GCP/Drive),UDP_GAMING,0642290117,3.9
SESS-00057-3,CLI-00057,208101186683840,2025-03-18 12:15:00,102,2964.8,181.4,Streaming Video 4K (Netflix/YouTube),QUIC,0632290021,4.3
SESS-00058-1,CLI-00058,208107180584717,2025-03-25 15:15:00,24,433.6,421.9,Cloud Storage (AWS/GCP/Drive),SIP_VOIP,0432290027,4.8
SESS-00058-2,CLI-00058,208107180584717,2025-03-27 20:15:00,95,1770.7,293.9,Navigation Web General HTTPS,HTTPS,0712290030,3.9
SESS-00058-3,CLI-00058,208107180584717,2025-03-18 11:15:00,48,893.3,438.4,Gaming en Ligne UDP,HTTPS,0592290465,4.2
SESS-00059-1,CLI-00059,208106052628299,2025-03-11 09:15:00,77,458.1,26.9,Cloud Storage (AWS/GCP/Drive),HTTPS,0932290220,4.3
