id_releve_urgences,id_finess_etablissement,nom_etablissement,commune,code_departement,nom_region,horodate_pas_1heure,nombre_admissions_heure,temps_attente_moyen_minutes,taux_occupation_lits_urgences_pct,statut_tension_urgences
URG-00038,70001243,EML SCM SVRV SCAN CLINIQUE PASTEUR,GUILHERAND GRANGES,75 - Département 75,Île-de-France,2026-08-17 19:00:00 UTC,39,203,131.2,TENSION_EXTREME_PLAN_BLANC
URG-00039,20018909,CLIC CH LA FERE,LA FERE,28 - Département 28,Île-de-France,2026-08-17 19:00:00 UTC,76,50,71.7,NORMAL
URG-00040,60007788,CENTRE DE FORMATION DU CH DE MENTON,MENTON CEDEX,65 - Département 65,Île-de-France,2026-08-17 19:00:00 UTC,85,230,51.2,NORMAL
URG-00041,30007587,EML IRM - SITE CH DE MOULINS YZEURE,MOULINS CEDEX,30 - Département 30,Île-de-France,2026-08-17 19:00:00 UTC,85,209,47.9,NORMAL
URG-00042,50000488,CLINIQUE DU SOUFFLE LES ACACIAS,BRIANCON CEDEX,51 - Département 51,Île-de-France,2026-08-17 19:00:00 UTC,25,292,58.7,NORMAL
URG-00043,60780665,CLINIQUE LE MERIDIEN,CANNES,61 - Département 61,Île-de-France,2026-08-17 19:00:00 UTC,68,183,93.9,SOUS_TENSION
URG-00044,30000012,CH DE NERIS LES BAINS,NERIS LES BAINS,33 - Département 33,Île-de-France,2026-08-17 19:00:00 UTC,77,333,66.1,NORMAL
URG-00045,20018453,SANTELYS DIALYSE À DOMICILE CH SOISSON,COURMELLES,22 - Département 22,Île-de-France,2026-08-17 19:00:00 UTC,33,303,66.3,NORMAL
URG-00046,60031333,HOP DE JOUR PSYCHIATRIQUE L'ESCALE,ANTIBES,66 - Département 66,Île-de-France,2026-08-17 19:00:00 UTC,45,213,60.8,NORMAL
URG-00047,20003877,SSR CH LAON,LAON,20 - Département 20,Île-de-France,2026-08-17 19:00:00 UTC,67,153,95.1,SOUS_TENSION
URG-00048,30000095,CH DE BOURBON L'ARCHAMBAULT,BOURBON L ARCHAMBAULT,31 - Département 31,Île-de-France,2026-08-17 19:00:00 UTC,27,270,66.5,NORMAL
URG-00049,70006838,HOPITAL DE JOUR ADULTES VILLA SOPHIE,PRIVAS,70 - Département 70,Île-de-France,2026-08-17 19:00:00 UTC,80,286,48.5,NORMAL
URG-00050,60002102,CH LA PALMOSA DE MENTON,MENTON CEDEX,65 - Département 65,Île-de-France,2026-08-17 19:00:00 UTC,17,244,65.9,NORMAL
URG-00051,10010171,CLINIQUE DE CHATILLON,VALSERHONE,12 - Département 12,Île-de-France,2026-08-17 19:00:00 UTC,75,95,91.4,SOUS_TENSION
URG-00052,60014479,EAM L'HELIANTHE CH DE PUGET THENIERS,PUGET THENIERS,62 - Département 62,Île-de-France,2026-08-17 19:00:00 UTC,76,130,45.7,NORMAL
URG-00053,30009005,CATTP DU CH DAINAY LE CHATEAU,AINAY LE CHATEAU,33 - Département 33,Île-de-France,2026-08-17 19:00:00 UTC,65,287,51.2,NORMAL
URG-00054,60785003,CHU DE NICE HOPITAL PASTEUR,NICE CEDEX 1,60 - Département 60,Île-de-France,2026-08-17 19:00:00 UTC,50,253,141.4,TENSION_EXTREME_PLAN_BLANC
URG-00055,40000093,CHI DE MANOSQUE LOUIS RAFFALLI,MANOSQUE CEDEX,41 - Département 41,Île-de-France,2026-08-17 19:00:00 UTC,32,90,114.2,TENSION_EXTREME_PLAN_BLANC
URG-00056,20004669,EHPAD CH SOISSONS,SOISSONS,22 - Département 22,Île-de-France,2026-08-17 19:00:00 UTC,46,174,90.4,SOUS_TENSION
URG-00057,60021094,CLINIQUE VILLA ROMAINE,NICE,60 - Département 60,Île-de-France,2026-08-17 19:00:00 UTC,75,336,119.9,TENSION_EXTREME_PLAN_BLANC
URG-00058,20009007,USLD CH GUISE,GUISE,21 - Département 21,Île-de-France,2026-08-17 19:00:00 UTC,82,298,134.9,TENSION_EXTREME_PLAN_BLANC
URG-00059,60790680,CH DE GRASSE CENTRE DE LONG SEJOUR,GRASSE,61 - Département 61,Île-de-France,2026-08-17 19:00:00 UTC,45,277,83.2,NORMAL
URG-00060,20012845,HJ EPSMD CROUY,CROUY,28 - Département 28,Île-de-France,2026-08-17 19:00:00 UTC,12,146,47.7,NORMAL
URG-00061,30000160,CHS D'AINAY LE CHATEAU,AINAY LE CHATEAU,33 - Département 33,Île-de-France,2026-08-17 19:00:00 UTC,24,64,64.2,NORMAL
URG-00062,30783583,ULSD CH JACQUES LACARIN VICHY,VICHY CEDEX,32 - Département 32,Île-de-France,2026-08-17 19:00:00 UTC,40,140,60.6,NORMAL
URG-00063,20009494,CENTRE EPSMD02 CHAUNY,CHAUNY CEDEX,23 - Département 23,Île-de-France,2026-08-17 19:00:00 UTC,17,166,112.1,TENSION_EXTREME_PLAN_BLANC
URG-00064,60789799,CAMSP CHU DE NICE,NICE,63 - Département 63,Île-de-France,2026-08-17 19:00:00 UTC,69,92,49.7,NORMAL
URG-00065,60788320,CMP ADULTE SECT2 DEL PONTE CH CANNES,CANNES,61 - Département 61,Île-de-France,2026-08-17 19:00:00 UTC,34,334,61.5,NORMAL
URG-00066,60019288,GCS HOP PEDIA NICE CHU LENVAL ET SIEGE,NICE,62 - Département 62,Île-de-France,2026-08-17 19:00:00 UTC,76,107,93.4,SOUS_TENSION
URG-00067,10011278,CHU TREMPLIN,BOURG EN BRESSE,10 - Département 10,Île-de-France,2026-08-17 19:00:00 UTC,50,234,69.5,NORMAL
URG-00068,60000304,CENTRE HOSPITALIER DE BREIL SUR ROYA,BREIL SUR ROYA,65 - Département 65,Île-de-France,2026-08-17 19:00:00 UTC,23,103,88.8,SOUS_TENSION
URG-00069,50009182,CHI DES ALPES DU SUD,GAP,50 - Département 50,Île-de-France,2026-08-17 19:00:00 UTC,47,58,130.7,TENSION_EXTREME_PLAN_BLANC
URG-00070,20016366,SMUR CH SAINT-QUENTIN GUISE,GUISE,21 - Département 21,Île-de-France,2026-08-17 19:00:00 UTC,60,319,53.2,NORMAL
URG-00071,20004693,EHPAD CH CHÂTEAU-THIERRY,CHATEAU THIERRY CEDEX,24 - Département 24,Île-de-France,2026-08-17 19:00:00 UTC,62,83,121.9,TENSION_EXTREME_PLAN_BLANC
URG-00072,20004156,CLINIQUE TEMPS DE VIE SAINT-QUENTIN,ST QUENTIN,21 - Département 21,Île-de-France,2026-08-17 19:00:00 UTC,66,281,103.4,SOUS_TENSION
URG-00073,60793775,CHU DE NICE SLD DE L'HOPITAL DE CIMIEZ,NICE CEDEX 1,60 - Département 60,Île-de-France,2026-08-17 19:00:00 UTC,69,107,79.9,NORMAL
URG-00074,70000039,CH DE VALLON PONT D'ARC,VALLON PONT D ARC,71 - Département 71,Île-de-France,2026-08-17 19:00:00 UTC,26,168,108.0,SOUS_TENSION
URG-00075,20012605,UNITE DE PROXIMITÉ CHARLES LASEGUE,LAON,20 - Département 20,Île-de-France,2026-08-17 19:00:00 UTC,70,73,69.4,NORMAL
URG-00076,40000069,CHI MANOSQUE SITE FORCALQUIER,FORCALQUIER,43 - Département 43,Île-de-France,2026-08-17 19:00:00 UTC,18,144,48.1,NORMAL
URG-00077,40000069,CHI MANOSQUE SITE FORCALQUIER,FORCALQUIER,43 - Département 43,Île-de-France,2026-08-17 19:00:00 UTC,74,137,108.6,SOUS_TENSION
URG-00078,20018909,CLIC CH LA FERE,LA FERE,28 - Département 28,Île-de-France,2026-08-17 19:00:00 UTC,75,291,104.4,SOUS_TENSION
URG-00079,50001841,LES SABOTS DE VENUS - CH D'AIGUILLES,AIGUILLES,54 - Département 54,Île-de-France,2026-08-17 19:00:00 UTC,37,170,62.3,NORMAL
URG-00080,10009744,FOYER RESIDENCE ROBERT SCHUMAN,ST GENIS POUILLY,16 - Département 16,Île-de-France,2026-08-17 19:00:00 UTC,61,197,96.3,SOUS_TENSION
URG-00081,60780277,CLINIQUE SAINTE BRIGITTE,GRASSE,61 - Département 61,Île-de-France,2026-08-17 19:00:00 UTC,74,239,141.8,TENSION_EXTREME_PLAN_BLANC
URG-00082,10007904,HDJ ADULTES MONTLUEL,MONTLUEL,11 - Département 11,Île-de-France,2026-08-17 19:00:00 UTC,48,120,92.2,SOUS_TENSION
URG-00083,70000146,CH DE LARGENTIERE,LARGENTIERE,71 - Département 71,Île-de-France,2026-08-17 19:00:00 UTC,79,148,109.5,SOUS_TENSION
URG-00084,60024924,HJ MARIE BEATRICE CHS SAINTE MARIE,MENTON,65 - Département 65,Île-de-France,2026-08-17 19:00:00 UTC,30,81,141.0,TENSION_EXTREME_PLAN_BLANC
URG-00085,20014676,CMP CH SAINT-QUENTIN BOHAIN-EN-VER,BOHAIN EN VERMANDOIS,21 - Département 21,Île-de-France,2026-08-17 19:00:00 UTC,72,48,123.0,TENSION_EXTREME_PLAN_BLANC
URG-00086,20019329,HDJ INFANTO-JUVENILE CLINIQUE ROSERAIE,SOISSONS,22 - Département 22,Île-de-France,2026-08-17 19:00:00 UTC,34,218,96.7,SOUS_TENSION
URG-00087,20018248,CHU COALLIA ESSOMES SUR MARNE,ESSOMES SUR MARNE,24 - Département 24,Île-de-France,2026-08-17 19:00:00 UTC,70,79,89.7,SOUS_TENSION
URG-00088,70000112,CH LEOPOLD OLLIER,CHAMBONAS,71 - Département 71,Île-de-France,2026-08-17 19:00:00 UTC,54,334,58.9,NORMAL
URG-00089,40780470,CLINIQUE TOUTES AURES,MANOSQUE,41 - Département 41,Île-de-France,2026-08-17 19:00:00 UTC,53,299,62.9,NORMAL
URG-00090,40006264,HJ CASA SITE MANOSQUE,MANOSQUE,41 - Département 41,Île-de-France,2026-08-17 19:00:00 UTC,67,274,52.4,NORMAL
URG-00091,30009203,CMP ADULTES VALIGNY/LURCY,VALIGNY,33 - Département 33,Île-de-France,2026-08-17 19:00:00 UTC,50,239,79.2,NORMAL
URG-00092,10009314,SSR HOTEL DIEU DE FLEYRIAT,BOURG EN BRESSE,10 - Département 10,Île-de-France,2026-08-17 19:00:00 UTC,14,236,120.0,TENSION_EXTREME_PLAN_BLANC
URG-00093,60780459,CLINIQUE ORSAC MONTFLEURI,GRASSE,61 - Département 61,Île-de-France,2026-08-17 19:00:00 UTC,75,139,119.4,TENSION_EXTREME_PLAN_BLANC
URG-00094,30000087,CH JACQUES LACARIN VICHY,VICHY CEDEX,32 - Département 32,Île-de-France,2026-08-17 19:00:00 UTC,64,196,62.2,NORMAL
URG-00095,60780442,CLINIQUE SAINT FRANCOIS,NICE CEDEX 1,60 - Département 60,Île-de-France,2026-08-17 19:00:00 UTC,29,254,81.5,NORMAL
URG-00096,20004727,USLD CH CHAUNY,CHAUNY CEDEX,23 - Département 23,Île-de-France,2026-08-17 19:00:00 UTC,62,122,115.5,TENSION_EXTREME_PLAN_BLANC
URG-00097,40000036,EPS PIERRE GROUES DE BARCELONNETTE,BARCELONNETTE,44 - Département 44,Île-de-France,2026-08-17 19:00:00 UTC,70,313,124.1,TENSION_EXTREME_PLAN_BLANC
URG-00098,20014676,CMP CH SAINT-QUENTIN BOHAIN-EN-VER,BOHAIN EN VERMANDOIS,21 - Département 21,Île-de-France,2026-08-17 19:00:00 UTC,83,249,117.5,TENSION_EXTREME_PLAN_BLANC
URG-00099,20000543,ETS PUB SANTÉ MENTALE DE L'AISNE,PREMONTRE,23 - Département 23,Île-de-France,2026-08-17 19:00:00 UTC,39,218,118.3,TENSION_EXTREME_PLAN_BLANC
URG-00100,60033131,CHU PACHAMAMA - ALTHO,NICE,60 - Département 60,Île-de-France,2026-08-17 19:00:00 UTC,18,297,112.4,TENSION_EXTREME_PLAN_BLANC
URG-00101,20018339,CHU ARILE SOISSONS,SOISSONS,22 - Département 22,Île-de-France,2026-08-17 19:00:00 UTC,61,183,48.1,NORMAL
URG-00102,50005263,HJ PSY IJ PRAMBULLE BRIANCON,BRIANCON,51 - Département 51,Île-de-France,2026-08-17 19:00:00 UTC,74,301,131.8,TENSION_EXTREME_PLAN_BLANC
URG-00103,60790185,USLD SIMONE VEIL CH CANNES,CANNES CEDEX,64 - Département 64,Île-de-France,2026-08-17 19:00:00 UTC,12,154,118.2,TENSION_EXTREME_PLAN_BLANC
URG-00104,20000519,CH SOISSONS,SOISSONS CEDEX,22 - Département 22,Île-de-France,2026-08-17 19:00:00 UTC,15,43,75.0,NORMAL
URG-00105,60000494,CH SAINT LAZARE DE TENDE,TENDE,64 - Département 64,Île-de-France,2026-08-17 19:00:00 UTC,80,67,95.6,SOUS_TENSION
URG-00106,50001841,LES SABOTS DE VENUS - CH D'AIGUILLES,AIGUILLES,54 - Département 54,Île-de-France,2026-08-17 19:00:00 UTC,49,217,50.9,NORMAL
URG-00107,10787893,CMP URGENCES LIAISON CH FLEYRIAT,VIRIAT,14 - Département 14,Île-de-France,2026-08-17 19:00:00 UTC,48,78,130.3,TENSION_EXTREME_PLAN_BLANC
URG-00108,40788580,HJ PSY IJ CHATEAU ARNOUX,CHATEAU ARNOUX ST AUBAN,41 - Département 41,Île-de-France,2026-08-17 19:00:00 UTC,16,70,87.8,SOUS_TENSION
URG-00109,60007739,IFAS DU CH D'ANTIBES,ANTIBES,66 - Département 66,Île-de-France,2026-08-17 19:00:00 UTC,27,159,81.8,NORMAL
URG-00110,20000089,CH GUISE,GUISE,21 - Département 21,Île-de-France,2026-08-17 19:00:00 UTC,63,280,59.7,NORMAL
URG-00111,30785869,ESPACE CANGUILHEM,VICHY,32 - Département 32,Île-de-France,2026-08-17 19:00:00 UTC,26,260,81.4,NORMAL
URG-00112,10780013,EHPAD DE DIVONNE DU CH DU PAYS DE GEX,DIVONNE LES BAINS,12 - Département 12,Île-de-France,2026-08-17 19:00:00 UTC,15,89,129.9,TENSION_EXTREME_PLAN_BLANC
URG-00113,50000132,CH BUECH DURANCE LARAGNE,LARAGNE MONTEGLIN,53 - Département 53,Île-de-France,2026-08-17 19:00:00 UTC,42,200,84.3,NORMAL
URG-00114,30782916,IFSI IFAS MARCEL HAY CH MONTLUCON,MONTLUCON CEDEX,31 - Département 31,Île-de-France,2026-08-17 19:00:00 UTC,71,287,93.1,SOUS_TENSION
URG-00115,20014676,CMP CH SAINT-QUENTIN BOHAIN-EN-VER,BOHAIN EN VERMANDOIS,21 - Département 21,Île-de-France,2026-08-17 19:00:00 UTC,70,331,101.3,SOUS_TENSION
URG-00116,60781374,INSTITUT POLYCLINIQUE DE CANNES,CANNES,64 - Département 64,Île-de-France,2026-08-17 19:00:00 UTC,12,116,112.0,TENSION_EXTREME_PLAN_BLANC
URG-00117,60000478,CENTRE HOSPITALIER DE GRASSE,GRASSE CEDEX,61 - Département 61,Île-de-France,2026-08-17 19:00:00 UTC,70,317,138.4,TENSION_EXTREME_PLAN_BLANC
URG-00118,20004594,CENTRE DE FORMATION CH SOISSONS,SOISSONS CEDEX,22 - Département 22,Île-de-France,2026-08-17 19:00:00 UTC,44,97,136.0,TENSION_EXTREME_PLAN_BLANC
URG-00119,60024395,CHU DE NICE ANTENNE SMUR SITE CH,MENTON CEDEX,65 - Département 65,Île-de-France,2026-08-17 19:00:00 UTC,25,59,129.1,TENSION_EXTREME_PLAN_BLANC
URG-00120,50008630,HJ L'ESCALE BRIANCON,BRIANCON,51 - Département 51,Île-de-France,2026-08-17 19:00:00 UTC,64,293,101.8,SOUS_TENSION
URG-00121,30780589,CHS D'YZEURE,YZEURE CEDEX,34 - Département 34,Île-de-France,2026-08-17 19:00:00 UTC,30,78,62.7,NORMAL
URG-00122,70007398,EML SCM INVRV IRM CLINIQUE PASTEUR,GUILHERAND GRANGES,75 - Département 75,Île-de-France,2026-08-17 19:00:00 UTC,69,50,137.1,TENSION_EXTREME_PLAN_BLANC
URG-00123,60000304,CENTRE HOSPITALIER DE BREIL SUR ROYA,BREIL SUR ROYA,65 - Département 65,Île-de-France,2026-08-17 19:00:00 UTC,28,72,97.1,SOUS_TENSION
URG-00124,20000097,CH LA FÈRE,LA FERE,28 - Département 28,Île-de-France,2026-08-17 19:00:00 UTC,55,118,130.5,TENSION_EXTREME_PLAN_BLANC
URG-00125,10786150,EHPAD SITE DU CH DE MEXIMIEUX,MEXIMIEUX,18 - Département 18,Île-de-France,2026-08-17 19:00:00 UTC,22,151,60.8,NORMAL
URG-00126,70000146,CH DE LARGENTIERE,LARGENTIERE,71 - Département 71,Île-de-France,2026-08-17 19:00:00 UTC,44,204,128.7,TENSION_EXTREME_PLAN_BLANC
URG-00127,50000348,CHI DES ALPES DU SUD SITE DE GAP,GAP CEDEX,50 - Département 50,Île-de-France,2026-08-17 19:00:00 UTC,54,172,60.4,NORMAL
URG-00128,60000411,CH DU PAYS DE LA ROUDOULE PUGET,PUGET THENIERS,62 - Département 62,Île-de-France,2026-08-17 19:00:00 UTC,54,78,75.7,NORMAL
URG-00129,60791746,CLINIQUE DE L'ESTAGNOL,ANTIBES,66 - Département 66,Île-de-France,2026-08-17 19:00:00 UTC,48,149,99.3,SOUS_TENSION
URG-00130,20016366,SMUR CH SAINT-QUENTIN GUISE,GUISE,21 - Département 21,Île-de-France,2026-08-17 19:00:00 UTC,75,74,69.0,NORMAL
URG-00131,20009213,SSIAD CH LA FÈRE,LA FERE,28 - Département 28,Île-de-France,2026-08-17 19:00:00 UTC,74,119,100.0,SOUS_TENSION
URG-00132,40003212,CAMSP CH DIGNE,DIGNE LES BAINS CEDEX,40 - Département 40,Île-de-France,2026-08-17 19:00:00 UTC,46,308,88.9,SOUS_TENSION
URG-00133,60793981,CH PLANIFICATION GYN OBS DE GRASSE,GRASSE CEDEX,61 - Département 61,Île-de-France,2026-08-17 19:00:00 UTC,80,122,103.6,SOUS_TENSION
URG-00134,20004701,EHPAD CH LA FÈRE,LA FERE,28 - Département 28,Île-de-France,2026-08-17 19:00:00 UTC,62,91,94.2,SOUS_TENSION
URG-00135,60007879,GCS UNITE EVEIL CHU NICE UGECAM SIEGE,NICE CEDEX 3,62 - Département 62,Île-de-France,2026-08-17 19:00:00 UTC,48,92,80.5,NORMAL
URG-00136,60780145,CLINIQUE SAINT DOMINIQUE,NICE,61 - Département 61,Île-de-France,2026-08-17 19:00:00 UTC,54,177,99.8,SOUS_TENSION
URG-00137,30780548,POLYCLINIQUE LA PERGOLA,VICHY CEDEX,32 - Département 32,Île-de-France,2026-08-17 19:00:00 UTC,73,180,74.7,NORMAL
URG-00138,10000180,CH PUBLIC HAUTEVILLE - UNITE ESPERANCE,PLATEAU D HAUTEVILLE,11 - Département 11,Île-de-France,2026-08-17 19:00:00 UTC,67,266,90.2,SOUS_TENSION
URG-00139,30009229,CMP ADULTES COSNE D'ALLIER,COSNE D ALLIER,34 - Département 34,Île-de-France,2026-08-17 19:00:00 UTC,32,235,93.8,SOUS_TENSION
URG-00140,60031432,GCS CONSORT AZUR RECHERCH EXCELL SANTE,NICE,61 - Département 61,Île-de-France,2026-08-17 19:00:00 UTC,72,315,131.4,TENSION_EXTREME_PLAN_BLANC
URG-00141,40787772,CENTRE HOSPIT SPE PSY DIGNE LES BAINS,DIGNE LES BAINS CEDEX 9,49 - Département 49,Île-de-France,2026-08-17 19:00:00 UTC,43,80,50.8,NORMAL
URG-00142,30784136,EHPAD DU CH DE BOURBON L'ARCHAMBAULT,BOURBON L ARCHAMBAULT,31 - Département 31,Île-de-France,2026-08-17 19:00:00 UTC,84,47,71.2,NORMAL
URG-00143,10786010,EHPAD CH BUGEY SUD,BELLEY,13 - Département 13,Île-de-France,2026-08-17 19:00:00 UTC,56,155,60.8,NORMAL
URG-00144,60790094,CAMSP CH ANTIBES,ANTIBES CEDEX,66 - Département 66,Île-de-France,2026-08-17 19:00:00 UTC,28,293,71.5,NORMAL
URG-00145,10010171,CLINIQUE DE CHATILLON,VALSERHONE,12 - Département 12,Île-de-France,2026-08-17 19:00:00 UTC,24,264,123.0,TENSION_EXTREME_PLAN_BLANC
URG-00146,40003808,CENTRE DE FORMATION DU CH DE DIGNE,DIGNE LES BAINS CEDEX 9,49 - Département 49,Île-de-France,2026-08-17 19:00:00 UTC,35,75,61.9,NORMAL
URG-00147,50001841,LES SABOTS DE VENUS - CH D'AIGUILLES,AIGUILLES,54 - Département 54,Île-de-France,2026-08-17 19:00:00 UTC,29,228,86.7,SOUS_TENSION
URG-00148,10008852,CRF L'ORCET SITE DU CH DE FLEYRIAT,BOURG EN BRESSE CEDEX,10 - Département 10,Île-de-France,2026-08-17 19:00:00 UTC,27,195,84.8,NORMAL
URG-00149,70000203,CH DE SAINT FELICIEN,ST FELICIEN,74 - Département 74,Île-de-France,2026-08-17 19:00:00 UTC,60,71,74.6,NORMAL
URG-00150,10000107,CH DE PONT DE VAUX,PONT DE VAUX,11 - Département 11,Île-de-France,2026-08-17 19:00:00 UTC,31,136,89.1,SOUS_TENSION
